cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
7261739099,69141687ED,35,ACCORDO QUADRO PER LA REALIZZAZIONE DI PROGETTI DI ACCOGLIENZA INTEGRATA IN FAVORE DI ADULTI E FAMIGLIE IN CENTRI SPRAR ANNUALITÀ 2017/2019,PROGETTO CENTRI DI ACCOGLIENZA INTEGRATA PER ADULTI E FAMIGLIE - SPRAR - TRE FONTANE - CENTRO GUIDONIA COLLEFERRO,2248897.0,60294752,ROMA,058091,2017-11-02,CONFRONTO COMPETITIVO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,02438750586,ROMA CAPITALE,DIP.TO POLITICHE SOCIALI - U.O. CONTRASTO ESCLUSIONE SOCIALE,98130000-3,SERVIZI VARI DI ORGANIZZAZIONI ASSOCIATIVE,,AGGIUDICATA,certa
722013216A,,3,SERVIZIO DI OSPITALITÀ DI MINORI STRANIERI NON ACCOMPAGNATI PERIODO OTTOBRE-DICEMBRE 2017 PRESSO ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,47314.29,145885.72,,081001,2017-11-29,AFFIDAMENTO DIRETTO,80002630814,COMUNE DI ALCAMO,DIREZIONE 3,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
7261592748,69141687ED,35,ACCORDO QUADRO PER LA REALIZZAZIONE DI PROGETTI DI ACCOGLIENZA INTEGRATA IN FAVORE DI ADULTI E FAMIGLIE IN CENTRI SPRAR ANNUALITÀ 2017/2019,PROGETTO CENTRI DI ACCOGLIENZA INTEGRATA PER ADULTI E FAMIGLIE - SPRAR - TRE FONTANE - CENTRO S. BERNARDO,2188116.0,60294752,ROMA,058091,2017-11-02,CONFRONTO COMPETITIVO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,02438750586,ROMA CAPITALE,DIP.TO POLITICHE SOCIALI - U.O. CONTRASTO ESCLUSIONE SOCIALE,98130000-3,SERVIZI VARI DI ORGANIZZAZIONI ASSOCIATIVE,,AGGIUDICATA,certa
7298389521,,1,"SERVIZI DI ACCOGLIENZA INTEGRATA AGLI 87 BENEFICIARI DEI POSTI LETTO MESSI A DISPOSIZIONE DALLA PROVINCIA NELL'AMBITO DEL PROGETTO SPRAR TRENTINO CATEGORIA ORDINARI, DA ASSEGNARE NEL CORSO DEL 2018 E FINO AL 31 DICEMBRE 2019.","SERVIZI DI ACCOGLIENZA INTEGRATA AGLI 87 BENEFICIARI DEI POSTI LETTO MESSI A DISPOSIZIONE DALLA PROVINCIA NELL'AMBITO DEL PROGETTO SPRAR TRENTINO CATEGORIA ORDINARI, DA ASSEGNARE NEL CORSO DEL 2018 E FINO AL 31 DICEMBRE 2019.",385000.0,385000.0,TRENTO,022205,2017-11-30,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,00337460224,PROVINCIA AUTONOMA DI TRENTO,CINFORMI,85312310-5,SERVIZI DI ORIENTAMENTO,,AGGIUDICATA,certa
7295653350,692448167C,1,CONVENZIONE ATTUATIVA ACCORDO QUADRO PER AFFIDAMENTO SERVIZI ACCOGLIENZA MIGRANTI COOP. CLARISSA,ACCORDO QUADRO PER AFFIDAMENTO SERVIZI ACCOGLIENZA MIGRANTI,558600.0,558600.0,RIETI,057059,2017-11-22,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80002090571,PREFETTURA RIETI,SERVIZIO CONTABILITA E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
72685136AC,,1,ACQUISTO DI MODULI ABITATIVI PER L'ACCOGLIENZA DEI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,ACQUISTO DI MODULI ABITATIVI PER L'ACCOGLIENZA DEI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,127300.0,127300.0,MILANO,015146,2017-11-22,AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80101710152,PREFETTURA DI MILANO,SASGAC,34221000-2,CONTAINER MOBILI SPECIALI,,AGGIUDICATA,certa
7291509792,68273760E9,1,IV A.Q. ACCOGLIENZA RICHIEDENTI ASILO GESTORE SOC. COOP DESY ONLUS PERIODO 01.12-31.12.2017,IV A.Q. ACCOGLIENZA RICHIEDENTI ASILO GESTORE SOC. COOP DESY ONLUS PERIODO 01.12-31.12.2017,368893.0,368893.0,,,2017-11-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80005410644,PREFETTURA DI AVELLINO,PREFETTURA DI AVELLINO UFFICIO TERRITORIALE DEL GOVERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
729492066B,,2,APPALTO PER LA GESTIONE DEL SERVIZIO DI ACCOGLIENZA E D'INTEGRAZIONE RIVOLTI A PERSONE RICHIEDENTI E TITOLARI DI PROTEZIONE INTERNAZIONALE SUDDIVISO IN DUE LOTTI - DURATA CONTRATTO N. 26 MESI PER AUMENTO A N. 50 POSTI,APPALTO PER LA GESTIONE DEL SERVIZIO DI ACCOGLIENZA E D'INTEGRAZIONE RIVOLTI A PERSONE RICHIEDENTI E TITOLARI DI PROTEZIONE INTERNAZIONALE SUDDIVISO IN DUE LOTTI - DURATA CONTRATTO N. 26 MESI PER AUMENTO A N. 50 POSTI,41050.35,278197.4,,028060,2017-11-28,AFFIDAMENTO DIRETTO PER VARIANTE SUPERIORE AL 20% DELL'IMPORTO CONTRATTUALE,00644060287,COMUNE DI PADOVA,SETTORE SERVIZI SOCIALI,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
72710070CB,,1,SERVIZIO ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,124200.0,124200.0,,111106,2017-11-09,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),82002160925,COMUNE DI VILLASOR PROV.DI CAGLIARI,UFFICIO DI SERVIZIO SOCIALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
72522000C4,,1,AFFIDAMENTO SERVIZIO FAMIGLIE IMMIGRATE SPRAR,AFFIDAMENTO SERVIZIO FAMIGLIE IMMIGRATE SPRAR,908700.0,908700.0,,078143,2017-11-20,PROCEDURA APERTA,98106130788,"CENTRALE UNICA DI COMMITTENZA CELICO, PEDACE, CASOLE BRUZIO",R.U.P. SPEZZANO DELLA SILA,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
