cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
B46D85331C,,1,ACCORDO PREFETTO/SINDACO SU EMERGENZA MIGRANTI E PROFUGHI ANNO 2024 BONIFICA DI PUNTI CRITICI E AREE FREQUENTATE. RICHIESTA PREVENTIVO PER IL MONITORAGGIO E LA BONIFICA DI DETTE AREE.,ACCORDO PREFETTO/SINDACO SU EMERGENZA MIGRANTI E PROFUGHI ANNO 2024 BONIFICA DI PUNTI CRITICI E AREE FREQUENTATE. RICHIESTA PREVENTIVO PER IL MONITORAGGIO E LA BONIFICA DI DETTE AREE,34699.24,34699.24,IMPERIA,008065,2024-11-26,AFFIDAMENTO DIRETTO,00247210081,COMUNE DI VENTIMIGLIA,UFFICIO IGIENE AMBIENTALE,90514000-3,SERVIZI DI RICICLO DEI RIFIUTI,,AGGIUDICATA,certa
B41BD552B5,,2,"PROCEDURA TELEMATICA APERTA, SUDDIVISA IN 2 LOTTI, PER L'AFFIDAMENTO DEI SERVIZI DI ACCOGLIENZA ED ACCOMPAGNAMENTO PREVISTI DAL PROGETTO SAI - SISTEMA DI ACCOGLIENZA E INTEGRAZIONE DEL COMUNE DI SETTIMO TORINESE PER IL PERIODO DALL01/01/2025 AL 31/12/2026, OLTRE EVENTUALE RIPETIZIONE BIENNALE",SERVIZIO DI ACCOGLIENZA ED ACCOMPAGNAMENTO ALLINCLUSIONE PER N. 70 PERSONE SINGOLE PRESSO UNA STRUTTURA COLLETTIVA MESSA A DISPOSIZIONE DALLENTE PUBBLICO - PERIODO DALL'01/01/2025 AL 31/12/2026,3800306.43,6833105.62,TORINO,001265,2024-11-05,PROCEDURA APERTA,01054240013,COMUNE DI SETTIMO TORINESE,DIREZIONE GENERALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,24.0,AGGIUDICATA,certa
B41F768F54,,1,AFFIDAMENTO DIRETTO PER ACCOGLIENZA RESIDENZIALE DI MINORE STRANIERO NON ACCOMPAGNATO IN STRUTTURA - COOPERATIVA SOCIALE L'IMPRONTA ONLUS,AFFIDAMENTO DIRETTO PER ACCOGLIENZA RESIDENZIALE DI MINORE STRANIERO NON ACCOMPAGNATO IN STRUTTURA - COOPERATIVA SOCIALE L'IMPRONTA ONLUS,32300.0,32300.0,LUCCA,046017,2024-11-06,AFFIDAMENTO DIRETTO,01975410976,SOCIETA' DELLA SALUTE AREA PRATESE,U.O. MINORI SDS PRATO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B41F768F54,,1,AFFIDAMENTO DIRETTO PER ACCOGLIENZA RESIDENZIALE DI MINORE STRANIERO NON ACCOMPAGNATO IN STRUTTURA - COOPERATIVA SOCIALE L'IMPRONTA ONLUS,AFFIDAMENTO DIRETTO PER ACCOGLIENZA RESIDENZIALE DI MINORE STRANIERO NON ACCOMPAGNATO IN STRUTTURA - COOPERATIVA SOCIALE L'IMPRONTA ONLUS,32300.0,32300.0,LUCCA,046017,2024-11-06,AFFIDAMENTO DIRETTO,01975410976,SOCIETA' DELLA SALUTE AREA PRATESE,U.O. MINORI SDS PRATO,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,AGGIUDICATA,certa
B45EEDC9D0,8485740E29,1,"AFFIDAMENTO EX ART. 54, COMMA 4, D.LGS. 50/2016 DEL SERVIZIO PER LA REALIZZAZIONE DI PROGETTI DI ACCOGLIENZA INTEGRATA IN FAVORE DI ADULTI E FAMIGLIE BENEFICIARI DEL PROGETTO SAI CATEGORIA ORDINARI - CUP B31H22000190001 - CIG ORIGINARIO 8485740E29 A RTI UNALTRA STORIA SOCIET COOPERATIVA SOCIALE PERIODO DAL 01 SETTEMBRE AL 6 OTTOBRE 2024 28 POSTI. IMPEGNO DI SPESA EURO 37.192,18 (IVA INCLUSA).","AFFIDAMENTO EX ART. 54, COMMA 4, D.LGS. 50/2016 DEL SERVIZIO PER LA REALIZZAZIONE DI PROGETTI DI ACCOGLIENZA INTEGRATA IN FAVORE DI ADULTI E FAMIGLIE BENEFICIARI DEL PROGETTO SAI CATEGORIA ORDINARI - CUP B31H22000190001 - CIG ORIGINARIO 8485740E29 A RTI UNALTRA STORIA SOCIET COOPERATIVA SOCIALE PERIODO DAL 01 SETTEMBRE AL 6 OTTOBRE 2024 28 POSTI. IMPEGNO DI SPESA EURO 37.192,18 (IVA INCLUSA).",35421.12,35421.12,GENOVA,010025,2024-11-20,AFFIDAMENTO DIRETTO,00856930102,COMUNE DI GENOVA,SETTORE POLITICHE SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B48C08A657,,1,AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA RESIDENZIALE DI MINORE STRANIERO NON ACCOMPAGNATO DALL'1 GENNAIO AL 30 GIUGNO 2025 (CON FACOLTA' DI PROROGA O RINNOVO DA 1 LUGLIO AL 31 DICEMBRE 2025),AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA RESIDENZIALE DI MINORE STRANIERO NON ACCOMPAGNATO DALL'1 GENNAIO AL 30 GIUGNO 2025 (CON FACOLTA' DI PROROGA O RINNOVO DA 1 LUGLIO AL 31 DICEMBRE 2025),39270.0,39270.0,RAVENNA,039012,2024-11-30,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,02291370399,UNIONE DEI COMUNI DELLA BASSA ROMAGNA,AREA WELFARE,85320000,,,AGGIUDICATA,certa
B41971A637,,1,PROCEDURA APERTA AI SENSI DELL'ART. 71 DEL D. LGS. 36/2023 PER L'INDIVIDUAZIONE DELL'ENTE ATTUATORE DEL PROGETTO SAI (SISTEMA ACCOGLIENZA E INTEGRAZIONE) EX SIPROIMI. PROSECUZIONE SERVIZIO DI ACCOGLIENZA ORDINARIA E FAMIGLIE DEL COMUNE DI VENAFRO PER N. 55 POSTI (PROG-1253-PR-2). PERIODO DAL 01/01/2025 AL 31/12/2026.,PROCEDURA APERTA AI SENSI DELL'ART. 71 DEL D. LGS. 36/2023 PER L'INDIVIDUAZIONE DELL'ENTE ATTUATORE DEL PROGETTO SAI (SISTEMA ACCOGLIENZA E INTEGRAZIONE) EX SIPROIMI. PROSECUZIONE SERVIZIO DI ACCOGLIENZA ORDINARIA E FAMIGLIE DEL COMUNE DI VENAFRO PER N. 55 POSTI (PROG-1253-PR-2). PERIODO DAL 01/01/2025 AL 31/12/2026.,1783069.49,1783069.49,ISERNIA,094052,2024-11-05,PROCEDURA APERTA,80000270944,COMUNE DI VENAFRO,SETTORE AFFARI GENERALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
B434930E48,,1,INSERIMENTO MINORE STRANIERO NON ACCOMPAGNATO IN STRUTTURA SOCIO-EDUCATIVA,INSERIMENTO MINORE STRANIERO NON ACCOMPAGNATO IN STRUTTURA SOCIO-EDUCATIVA,13910.0,13910.0,SUD SARDEGNA,111096,2024-11-20,AFFIDAMENTO DIRETTO,82002040929,COMUNE DI VILLACIDRO,SERVIZIO SOCIO-ASSISTENZIALE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
B45542D3B1,,1,PROCEDURA APERTA SOPRA SOGLIA COMUNITARIA PERINDIVIDUAZIONE DI UN SOGGETTO GESTORE DEI SERVIZI DI ACCOGLIENZA ED INTEGRAZIONE DEL PROGETTO SAI PROG-316-PR-3 CATEGORIA ORDINARI DEL COMUNE DI ROCCHETTA SANT'ANTONIO (FG) PER N. 39 POSTI PER IL PERIODO DAL 01.01.2025 AL 31.12.2026- D.M. PROT. N. 29306 DEL 01/07/2024,PROCEDURA APERTA SOPRA SOGLIA COMUNITARIA PER L'INDIVIDUAZIONE DI UN SOGGETTO GESTORE DEI SERVIZI DI ACCOGLIENZA ED INTEGRAZIONE DEL PROGETTO SAI PROG-316-PR-3 CATEGORIA ORDINARI DEL COMUNE DI ROCCHETTA SANT'ANTONIO (FG) PER N. 39 POSTI PER IL PERIODO DAL 01.01.2025 AL31.12.2026,1150000.0,1150000.0,FOGGIA,071042,2024-11-20,PROCEDURA APERTA,80003450717,COMUNE DI ROCCHETTA SANT'ANTONIO,SETTORE AFFARI GENERALI E FINANZIARI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,2.0,AGGIUDICATA,certa
B41BBD991D,,1,"PROCEDURA APERTA TELEMATICA AI SENSI DELL'ART. 71 DEL D.LGS. 36/2023, PER L'AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA INTEGRATA A FAVORE DI TITOLARI DI PROTEZIONE INTERNAZIONALE (SAI) PROG212-PR-3 DEL COMUNE DI TORITTO 2024-2026","PROCEDURA APERTA TELEMATICA AI SENSI DELL'ART. 71 DEL D.LGS. 36/2023, PER L'AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA INTEGRATA A FAVORE DI TITOLARI DI PROTEZIONE INTERNAZIONALE (SAI) PROG212-PR-3 DEL COMUNE DI TORITTO 2024-2026",503939.82,503939.82,BARI,072044,2024-11-05,PROCEDURA APERTA,80006460721,COMUNE DI TORITTO,AFFARI GENERALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
