cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
6999143385,,1,COPROGETTAZIONE ESECUTIVA DI UN PROGRAMMA TERRITORIALE DI ACCOGLIENZA INTEGRATA DA INSERIRE NEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI (S.P.R.A.R.) PER IL TRIENNIO 2017 2019,COPROGETTAZIONE ESECUTIVA DI UN PROGRAMMA TERRITORIALE DI ACCOGLIENZA INTEGRATA DA INSERIRE NEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI (S.P.R.A.R.) PER IL TRIENNIO 2017 2019,715683.24,715683.24,,075095,2016-09-19,PROCEDURA APERTA,83000750758,COMUNE DI SAN CASSIANO,UFFICIO TRIBUTI SEGRETERIA ECONOMATO SERVIZI SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
6628114CB1,,1,SWERVIZIO RICOVERO MINORI STRANIERI COOP. KAROL,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,36390.07,36390.07,,084021,2016-09-27,AFFIDAMENTO DIRETTO,81000410845,COMUNE DI LICATA,DISTRETTO SOCIO SANITARIO D5,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,probabile
67935853B1,,11,SERVIZIO DI ACCOGLIENZA IN FAVORE DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE CAS ,SERVIZIO DI ACCOGLIENZA TEMPORANEA IN FAVORE DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE IN AMBITO TERRITORIALE MOLA DI BARI-NOICATTARO-RUTIGLIANO,967750.0,11613000,,072028,2016-09-09,PROCEDURA APERTA,80017920721,PREFETTURA DI BARI,SERVIZI GENERALI E CONTABILI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,DESERTA,certa
6818334B34,,1,"PROSECUZIONE DEL CONTRATTO DI AFFIDAMENTO AL RTI GEPSA S.A. (MANDATARIA) E ASSOCIAZIONE CULTURALE ACUARINTO (MANDANTE) DELLA GESTIONE DI UN CENTRO, PRESSO L'IMMOBILE SITO IN VIA CORELLI 28, PER L'ACCOGLIENZA DI CITTADINI STRANIERI TEMPORANEAMENTE PRESENTI SUL TERRITORIO","PROSECUZIONE DEL CONTRATTO DI AFFIDAMENTO AL RTI GEPSA S.A. (MANDATARIA) E ASSOCIAZIONE CULTURALE ACUARINTO (MANDANTE) DELLA GESTIONE DI UN CENTRO, PRESSO L'IMMOBILE SITO IN VIA CORELLI 28, PER L'ACCOGLIENZA DI CITTADINI STRANIERI TEMPORANEAMENTE PRESENTI SUL TERRITORIO",1465100.0,1465100.0,MILANO,015146,2016-09-20,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,01199250158,COMUNE DI MILANO,DIREZIONE CENTRALE POLITICHE SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
68050286C0,,1,ATTO AGGIUNTIVO PER AUMENTO DEL QUINTO ALLA CONVENZIONE DI CUI AL CIG 6516333819 - GARA D'APPALTO PER L'AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI TEMPORANEAMENTE PRESENTI SUL TERRITORIO DELLA PROVINCIA DI VIBO VALENTIA RICHIEDENTI PROTEZIONE INTERNAZIONALE DALLA DATA DI SOTTOSCRIZIONE DEL RELATIVO CONTRATTO FINO ALLA DATA DEL 31/12/2016 - ,ATTO AGGIUNTIVO PER AUMENTO DEL QUINTO ALLA CONVENZIONE DI CUI AL CIG 6516333819 - GARA D'APPALTO PER L'AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI TEMPORANEAMENTE PRESENTI SUL TERRITORIO DELLA PROVINCIA DI VIBO VALENTIA RICHIEDENTI PROTEZIONE INTERNAZIONALE DALLA DATA DI SOTTOSCRIZIONE DEL RELATIVO CONTRATTO FINO ALLA DATA DEL 31/12/2016 - ,370933.0,370933.0,,102047,2016-09-01,AFFIDAMENTO DIRETTO PER VARIANTE SUPERIORE AL 20% DELL'IMPORTO CONTRATTUALE,96006600793,PREFETTURA DI VIBO VALENTIA,MINISTERO INTERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
6798909D2F,,1,"SERVIZIO DI TRASPORTO, CON AUTISTA, DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE, ASSEGNATI NELLA PROVINCIA DI CATANZARO, DA DESTINARE ALLE IDONEE STRUTTURE DI ACCOGLIENZA SITE NEL TERRITORIO DELLA PROVINCIA E DELLA REPUBBLICA","SERVIZIO DI TRASPORTO, CON AUTISTA, DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE, ASSEGNATI NELLA PROVINCIA DI CATANZARO, DA DESTINARE ALLE IDONEE STRUTTURE DI ACCOGLIENZA SITE NEL TERRITORIO DELLA PROVINCIA E DELLA REPUBBLICA",40000.0,40000.0,CATANZARO,079023,2016-09-12,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),80001680794,PREFETTURA DI CATANZARO,PREFETTURA-UTG CATANZARO,60170000-0,NOLEGGIO DI VEICOLI PER TRASPORTO PASSEGGERI CON AUTISTA,,AGGIUDICATA,certa
6793163771,6636765FB8,1,"SERVIZIO DI ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE, NELL'AMBITO DI VARESE E PROVINCIA, DELLA GESTIONE DEI SERVIZI CONNESSI E LA MESSA A DISPOSIZIONE DELLE STRUTTURE DI ACCOGLIENZA. PERIODO 1/6/2016 - 31/12/2016.","SERVIZIO DI ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE, NELL'AMBITO DI VARESE E PROVINCIA, DELLA GESTIONE DEI SERVIZI CONNESSI E LA MESSA A DISPOSIZIONE DELLE STRUTTURE DI ACCOGLIENZA. PERIODO 1/6/2016 - 31/12/2016.",557004.0,557004.0,VARESE,012133,2016-09-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80202230589,MINISTERO INTERNO DIPARTIMENTO DELLA P.S.,UTG - PREFETTURA DI VARESE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
683360446A,,1,REALIZZAZIONE DEL PROGETTO - AREA IMMIGRATI,REALIZZAZIONE DEL PROGETTO - AREA IMMIGRATI,10266.91,10266.91,,027024,2016-09-22,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,02799530270,AZIENDA UNITA' LOCALE SOCIO SANITARIA N.13 - REGIONE VENETO,DIREZIONE PROVVEDITORATO ECONOMATO,85320000-8,SERVIZI SOCIALI,,,probabile
68275944CE,656685000E,1,LESS IMP. SOC. AFFIDAMENTO A SOGGETTI OPERANTI IN PROVINCIA DI NAPOLI DEI SERVIZI DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE ,LESS IMP. SOC. AFFIDAMENTO A SOGGETTI OPERANTI IN PROVINCIA DI NAPOLI DEI SERVIZI DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE ,139560.0,139560.0,,,2016-09-21,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80049360631,UFFICIO TERRITORIALE DEL GOVERNO,SERVIZIO ATTIVITA' CONTRATTUALI,55130000-0,ALTRI SERVIZI ALBERGHIERI,,,certa
67940367DD,,1,LIQUIDAZIONE RETTE MSNA PERIODO 4^ TRIMESTRE 2015 COOP. SOC. CALIPSO ,LIQUIDAZIONE RETTE MSNA PERIODO 4^ TRIMESTRE 2015 COOP. SOC. CALIPSO ,47640.27,47640.27,,084001,2016-09-05,AFFIDAMENTO DIRETTO,00074260845,COMUNE DI AGRIGENTO,AFFARI GENERALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
68008563E9,64505000FF,1,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E SERVIZI CONNESSI,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E SERVIZI CONNESSI,89760.0,89760.0,,002049,2016-09-13,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80009220023,PREFETTURA DI VERCELLI,AREA ECONOMICO FINANZIARIA - PREFETTURA - UTG,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,,,certa
6801570120,,1,GESTIONE DI SERVIZI DI ACCOGLIENZA RIVOLTI AI RICHIEDENTI ASILO E RIFUGIATI (S.P.R.A.R.). POSTI AGGIUNTIVI ANNO 2016.,GESTIONE DI SERVIZI DI ACCOGLIENZA RIVOLTI AI RICHIEDENTI ASILO E RIFUGIATI (S.P.R.A.R.). POSTI AGGIUNTIVI ANNO 2016.,142818.16,142818.16,,046007,2016-09-14,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),00170780464,COMUNE DI CAPANNORI,UFFICIO PROMOZIONE SOCIALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
6964663DB6,,1,AFFIDAMENTO PER GESTIONE SPRAR TRIENNIO 2017/2019,AFFIDAMENTO PER GESTIONE SPRAR TRIENNIO 2017/2019,969006.0,969006.0,MESSINA,083023,2016-09-30,PROCEDURA APERTA,83030170837,COMUNE DI FONDACHELLI-FANTINA,UFFICIO DI SEGRETERIA,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
6836248A4E,,1,SERVIZIO ACCOGLIENZA MSNA,SERVIZIO ACCOGLIENZA MSNA,729000.0,729000.0,,,2016-09-19,PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA,80101710152,PREFETTURA DI MILANO,SASGAC,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
679449744C,,1,AFFIDAMENTO POSTI DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE II AFFIDAMENTO EXTRA GARA - INCONTRI PER LA DEMOCRAZIA,AFFIDAMENTO POSTI DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE II AFFIDAMENTO EXTRA GARA - INCONTRI PER LA DEMOCRAZIA,202702.5,202702.5,,,2016-09-01,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,97420690584,DIP.TO POLITICHE PERS. AMM.NE CIV. E RIS. STRUM.LI E FIN.,PREFETTURA U.T.G. DI PESARO E URBINO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
