cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
714636896D,,1,"L'AFFIDAMENTO DELLA GESTIONE DI AZIONI DI SISTEMA PER L'ACCOGLIENZA, LA TUTELA E L'INTEGRAZIONE A FAVORE DI RICHIEDENTI ASILO E RIFUGIATI NEL QUADRO DEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI (SPRAR)","L'AFFIDAMENTO DELLA GESTIONE DI AZIONI DI SISTEMA PER L'ACCOGLIENZA, LA TUTELA E L'INTEGRAZIONE A FAVORE DI RICHIEDENTI ASILO E RIFUGIATI NEL QUADRO DEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI (SPRAR)",648248.0,648248.0,,010057,2017-07-17,PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA,00866540107,COMUNE DI SAVIGNONE,SERVIZI SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
714379916E,698945049A,1,AFFIDAMENTO MEDIANTE ACCORDO QUADRO SERVIZIO TEMPORANEA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,AFFIDAMENTO MEDIANTE ACCORDO QUADRO SERVIZIO TEMPORANEA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,376594.64,376594.64,,073027,2017-07-13,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80011530732,PREFETTURA TARANTO,AREA SERVIZI COMUNI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
7261617BE8,,1,SERVIZIO ACCOGLIENZA MIGRANTI,SERVIZIO ACCOGLIENZA MIGRANTI,749900.0,749900.0,,077014,2017-07-04,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80001840778,PREFETTURA DI MATERA,SERVIZIO CONTABILE E SERVIZIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
71369193DF,,4,PREFETTURA DI PALERMO GARA PER L'AFFIDAMENTO NEL TERRITORIO DELLA PROVINCIA DI PALERMO DEL SERVIZIO DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE DAL 01.10.2017 FINO AL 30.09.2018,COMUNE DI PALERMO,6387500.0,22995000,,082053,2017-07-14,PROCEDURA APERTA,80015880828,PREFETTURA DI PALERMO,SERVIZI COMUNI - ATTIVITA' CONTRATTUALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
7288702B28,,1,SERVIZIO RESIDENZIALE ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI MSNA 01/07/2017 31/12/2017,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,161920.0,161920.0,,091031,2017-07-01,AFFIDAMENTO DIRETTO,82000850915,COMUNE DI GIRASOLE,"SERVIZIO SOCIO-ASS.LE, SCOLASTICO, CULTURALE E SPORT",85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
71525506FA,,1,SELEZIONE ENTE ATTUATORE PER COPROGETTAZIONE E ATTUAZIONE SERVIZIO SPRAR,SELEZIONE ENTE ATTUATORE PER COPROGETTAZIONE E ATTUAZIONE SERVIZIO SPRAR,1723800.0,1723800.0,ENNA,086012,2017-07-20,PROCEDURA APERTA,CFAVCP-0001088,CENTRALE UNICA DI COMMITTENZA COMUNI DI TROINA NICOSIA AGIRA,COMUNE DI NICOSIA - UFFICIO TECNICO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
71478142B6,,1,"PROCEDURA APERTA DA AGGIUDICARE CON IL CRITERIO DELL'OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA PER L'INDIVIDUAZIONE DI UN SOGGETTO ATTUATORE DEL PROGETTO SPRAR (SERVIZIO PER RICHIEDENTI ASILO E RIFUGIATI) TRIENNIO 2018/2020, A VALERE SUI FINANZIAMENTI DI CUI AL DECRETO DEL MINISTERO DELL'INTERNO DEL 10 AGOSTO 2016 ","PROCEDURA APERTA DA AGGIUDICARE CON IL CRITERIO DELL'OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA PER L'INDIVIDUAZIONE DI UN SOGGETTO ATTUATORE DEL PROGETTO SPRAR (SERVIZIO PER RICHIEDENTI ASILO E RIFUGIATI) TRIENNIO 2018/2020, A VALERE SUI FINANZIAMENTI DI CUI AL DECRETO DEL MINISTERO DELL'INTERNO DEL 10 AGOSTO 2016",2317857.14,2317857.14,,015077,2017-07-25,PROCEDURA APERTA,CFAVCP-0000EEB,"CENTRALE UNICA DI COMMITTENZA: COMUNE DI CINISELLO BALSAMO, CUSANO MILANINO, PADERNO DUGNANO, SESTO SAN GIOVANNI",COMUNE DI CINISELLO BALSAMO - CUC,98133000-4,SERVIZI PRESTATI DA ORGANIZZAZIONI ASSOCIATIVE DI CARATTERE SOCIALE,,AGGIUDICATA,certa
7127238ED8,6964297FAD,1,GESTIONE CAS MIGRANTI GARA 2017 PAIM,GESTIONE CAS MIGRANTI GARA 2017 PAIM,861840.0,861840.0,,,2017-07-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,93014220508,PREFETTURA DI PISA,PREFETTURA DI PISA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
7149628BA9,,1,SEERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI DIMORA D'ABRAMO STRUTTURE STAZIONE APPALTANTE,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI DIMORA D'ABRAMO STRUTTURE STAZIONE APPALTANTE,323680.0,323680.0,,035033,2017-07-04,AFFIDAMENTO DIRETTO,80011890359,PREFETTURA DI REGGIO EMILIA,U.T.G. REGGIO EMILIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
7153970ACB,,1,GESTIONE CENTRO DI ACCOGLIENZA PROFUGHI,GESTIONE CENTRO DI ACCOGLIENZA PROFUGHI,72160.0,72160.0,TORINO,001272,2017-07-20,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80089610010,PREFETTURA-UFFICIO TERRITORIALE DEL GOVERNO DI TORINO,SERVIZIO 1,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
7172752632,7136203502,1,AGAPE. AFFIDAMENTO SERVIZI DI ACCOGLIENZA AI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE DEI SERVIZI CONNESSI. ,AGAPE. AFFIDAMENTO SERVIZI DI ACCOGLIENZA AI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE DEI SERVIZI CONNESSI. ,74844.0,74844.0,,,2017-07-12,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80049360631,UFFICIO TERRITORIALE DEL GOVERNO,SERVIZIO ATTIVITA' CONTRATTUALI,55130000-0,ALTRI SERVIZI ALBERGHIERI,,,certa
7159866C53,,1,LA TERRAZZA SRL. ACCOGLIMENTO DI MINORI STRANIERI NON ACCOMPAGNATI. PROROGA DELLE CONVENZIONI IN ESSERE E DELLE AUTORIZZAZIONI ALLE STRUTTURE NON CONVENZIONATE. PERIODO 01/08/2017 - 31/10/2017,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,41000.0,41000.0,,032006,2017-07-25,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,00210240321,COMUNE DI TRIESTE,SERVIZIO STRUTTURE E INTERVENTI PER DISABILIT' CASA INSERIMENTO LAVORATIVO E ACCOGLIENZA,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
716490282B,,4,"CAPITOLATO SPECIALE PER L'INDIVIDUAZIONE DI SOGGETTI DEL TERZO SETTORE PER LA COPROGETTAZIONE E LA GESTIONE DI AZIONI DI SISTEMA PER L'ACCOGLIENZA, LA TUTELA E L'INTEGRAZIONE A FAVORE DI RICHIEDENTI E BENEFICIARI DI PROTEZIONE INTERNAZIONALE NELL'AMBITO DELLA PROSECUZIONE DEL PROGETTO SPRAR (SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI) A TITOLARITA' DEL CONSORZIO TRA ENTI LOCALI 'PROGETTO SOLIDARIETA' DI MANTOVA' PER IL TRIENNIO 2017/2019, A VALERE SUL FONDO NAZIONALE DELLE POLITICHE E DEI SERVIZI PER L'ASILO (DM 10 AGOSTO 2016) SUDDIVISO IN 4 LOTTI/UNITA' PROGETTUALI: LOTTO 1 PRESA IN CARICO INTEGRATA; LOTTO 2 GESTIONE ALLOGGI E AUTONOMIA ABITATIVA; LOTTO 3 ALFABETIZZAZIONE E SUPPORTO TRANSCULTURALE; LOTTO 4 ASSISTENZA DIRETTA E SOCIALIZZAZIONE.",ASSISTENZA DIRETTA E SOCIALIZZAIZONE,158513.25,1595700.75,MANTOVA,020030,2017-07-28,PROCEDURA APERTA,93049320208,PROGETTO SOLIDAIRETA ,AMMINISTRAZIONE,85312400-3,SERVIZI DI ASSISTENZA SOCIALE NON PRESTATI DA ISTITUTI RESIDENZIALI,,AGGIUDICATA,certa
7126960970,6964297FAD,1,CONVENZIONE CAS MIGRANTI IL CAMMINO GARA 2017,CONVENZIONE CAS MIGRANTI IL CAMMINO GARA 2017,320416.0,320416.0,,,2017-07-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,93014220508,PREFETTURA DI PISA,PREFETTURA DI PISA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
7364798791,6971281312,1,PROROGA CONVENZIONE MIGRANTI. PERIODO 1/1/2018 - 31/3/2018.,PROROGA CONVENZIONE MIGRANTI. PERIODO 1/1/2018 - 31/3/2018.,90828.0,90828.0,VARESE,012133,2017-07-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80014740122,PREFETTURA,U.T.G. PREFETTURA DI VARESE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
