cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
7995462FF4,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO A.H.H. - S.D.M. IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,36720.0,36720.0,,013075,2019-08-06,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
8006861EB5,7789705BE9,1,SERVIZIO DI ACCOGLIENZA AI CITTADINI STRANIERI MIGRANTI IN UNITÀ ABITATIVE - BANDO 2019,SERVIZIO DI ACCOGLIENZA AI CITTADINI STRANIERI MIGRANTI IN UNITÀ ABITATIVE - BANDO 2019,1090832.0,1090832.0,,,2019-08-29,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,92526810152,PREFETTURA DI LODI,PREFETTO DI LODI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
8002505409,,1,ACCOGLIENZA DI N. 2 MINORI STRANIERI NON ACCOMPAGNATI R.M.I. - T.A. IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,32001.3,32001.3,,013075,2019-08-07,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
7999993B0F,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO F. S. IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,39600.0,39600.0,,013075,2019-08-06,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
8015662D86,,1,OSPITALITÀ MSNA PERIODO 1^ E 2^ TRIMESTRE 2018 LA PINETA.,OSPITALITÀ MSNA PERIODO 1^ E 2^ TRIMESTRE 2018 LA PINETA.,78030.0,78030.0,,087018,2019-08-28,AFFIDAMENTO DIRETTO,82002110870,COMUNE DI GRAMMICHELE,POLITICHE SOCIALI,44212320-8,STRUTTURE VARIE,,,certa
8025057688,,1,GESTIONE POSTI DI ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE PRESENTI SUL TERRITORIO,GESTIONE POSTI DI ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE PRESENTI SUL TERRITORIO,317625.0,317625.0,,,2019-08-01,"AFFIDAMENTO DIRETTO PER LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI",03774550408,AZIENDA SERVIZI ALLA PERSONA SAN VINCENZO DE PAOLI,UFFICIO SERVIZI SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
8012408041,,1,SERVIZIO DI RICOVERO MINORI STRANIERI NON ACCOMPAGNATI 1^ TRIMESTRE 2019- THE NEW LIFE 1^ PIANO,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,53910.0,53910.0,,,2019-08-24,AFFIDAMENTO DIRETTO,81000410845,COMUNE DI LICATA,SERVIZI SOCIALI E CULTURALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
80715451A6,,1,ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE UMANITARIA - AGOSTO-COOPERATIVA LA GOCCIA,ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE UMANITARIA - AGOSTO-COOPERATIVA LA GOCCIA,149500.0,149500.0,IMPERIA,008031,2019-08-01,AFFIDAMENTO DIRETTO,80003950088,PREFETTURA DI IMPERIA,PREFETTURA UTG,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
80069117FA,7789705BE9,1,SERVIZIO DI ACCOGLIENZA AI CITTADINI STRANIERI MIGRANTI IN UNITÀ ABITATIVE - BANDO 2019,SERVIZIO DI ACCOGLIENZA AI CITTADINI STRANIERI MIGRANTI IN UNITÀ ABITATIVE - BANDO 2019,1012820.0,1012820.0,,,2019-08-19,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,92526810152,PREFETTURA DI LODI,PREFETTO DI LODI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7998092A4E,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO D.M. IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,39100.0,39100.0,,013075,2019-08-06,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
