cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
61503651C2,5856683FB0,1,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,32382.6,32382.6,,029041,2015-02-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80006550299,PREFETTURA DI ROVIGO,SERVIZI GENERALI E ATTIVITA CONTRATTURALE,55130000-0,ALTRI SERVIZI ALBERGHIERI,,,certa
6150797640,,1,CONVENZIONE PER LA MESSA A DISPOSIZIONE DI POSTI STRAORDINARI PRIMA ACCOGLIENZA CITTADINI STRANIERI C/O COOP. SOC. MILONGA,CONVENZIONE PER LA MESSA A DISPOSIZIONE DI POSTI STRAORDINARI PRIMA ACCOGLIENZA CITTADINI STRANIERI C/O COOP. SOC. MILONGA,177828.0,177828.0,,023091,2015-02-25,AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80015000237,PREFETTURA DI VERONA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85321000-5,SERVIZI SOCIALI AMMINISTRATIVI,,,probabile
611921364F,,1,SERVIZIO DI ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI ASILO - SISTEMA AURA,SERVIZIO DI ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI ASILO - SISTEMA AURA,14484.5,14484.5,,030079,2015-02-24,AFFIDAMENTO DIRETTO,00168650307,COMUNE DI UDINE,SERVIZIO SERVIZI PER LA SALUTE ED IL BENESSERE SOCIALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
6123198ED3,,1,PRIMA ACCOGLIENZA MIGRANTI ANNO 2015 ASL 11 EMPOLI,PRIMA ACCOGLIENZA MIGRANTI ANNO 2015 ASL 11 EMPOLI,191625.0,191625.0,,048014,2015-02-06,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,93014220508,PREFETTURA DI PISA,PREFETTURA DI PISA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
61197701F7,,2,SERVIZIO GESTIONE CENTRO DI ACCOGLIENZA PER IMMIGRATI SITEMA SPRAR - AGGIUNTIVI 2 CENTRI,SERVIZIO GESTIONE CENTRO DI ACCOGLIENZA PER IMMIGRATI SITEMA SPRAR - AGGIUNTIVI CENTRO ROIO DEL SANGRO,85817.31,858173.08,,,2015-02-04,AFFIDAMENTO DIRETTO,02438750586,ROMA CAPITALE,DIPARTIMENTO V U.O. IMMIGRAZIONE E INCLUSIONE SOCIALE,98130000-3,SERVIZI VARI DI ORGANIZZAZIONI ASSOCIATIVE,,ANNULLATA O REVOCATA SUCCESSIVAMENTE ALLA PUBBLICAZIONE,certa
6142685006,,4,INDIVIDUAZIONE CENTRI DI ACCOGLIENZA PER RICHIEDENTI PROTEZIONE INTERNAZIONALE,INDIVIDUAZIONE CENTRI DI ACCOGLIENZA PER RICHIEDENTI PROTEZIONE INTERNAZIONALE - AMBITO TERRITORIALE CUTRO (KR) POSTI 46,442750.0,1780625.0,,101012,2015-02-27,PROCEDURA APERTA,91011070793,PREFETTURA DI CROTONE,PREFETTURA UTG DI CROTONE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
61153198E0,,1,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE - 01/02/2015-31/03/2015 -NR. 38 POSTI LETTO A VITTORIO VENETO,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE - 01/02/2015-31/03/2015 -NR. 38 POSTI LETTO A VITTORIO VENETO,68000.0,68000.0,,026092,2015-02-01,AFFIDAMENTO DIRETTO,80185690585,MINISTERO DELL INTERNO-DIPARTIMENTO PER GLI AFFARI INTERNI E TERRITORIALI,PREFETTURA UTG DI TREVISO,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,,,certa
61199094AB,,2,SERVIZIO GESTIONE CENTRO DI ACCOGLIENZA PER IMMIGRATI SITEMA SPRAR - AGGIUNTIVI 15 LGLIO/31 DICEMBRE 2014 ,CENTRO GERINI TIBURTINA,97596.16,469471.16,,,2015-02-04,AFFIDAMENTO DIRETTO,02438750586,ROMA CAPITALE,DIPARTIMENTO V U.O. IMMIGRAZIONE E INCLUSIONE SOCIALE,98130000-3,SERVIZI VARI DI ORGANIZZAZIONI ASSOCIATIVE,,ANNULLATA O REVOCATA SUCCESSIVAMENTE ALLA PUBBLICAZIONE,certa
6337478C47,,1,ACCOGLIENZA RESIDENZIALE MSNA 2014/2015 GENESIS,ACCOGLIENZA RESIDENZIALE MSNA 2014/2015 GENESIS,64643.0,64643.0,,,2015-02-06,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
64500838DE,,1,RETTE RICOVERO MSNA,RETTE RICOVERO MSNA,194000.0,194000.0,TRAPANI,081011,2015-02-28,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00139550818,COMUNE DI MARSALA,SETTORE SERVIZI ALLA FAMIGLIA - UFFICIO SOLIDARIETA' SOCIALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,AGGIUDICATA,certa
