cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
685406053D,,1,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE - NOVEMBRE 2016,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE - NOVEMBRE 2016,41820.0,41820.0,LECCO,097007,2016-10-27,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01409210133,COMUNITA' MONTANA VALSASSINA VALVARRONE VAL D'ESINO RIVIERA,SERVIZI ALLA PERSONA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
6868144BB7,,1,SERVIZIO RESIDENZIALE MINORI STRANIERI NON ACCOMPAGNATI PERIDO NOVEMBRE DICEMBRE 2016 - COOP. OPPORTUNITY,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,69681.17,69681.17,NUORO,091031,2016-10-31,AFFIDAMENTO DIRETTO,00147990923,COMUNE DI CAGLIARI,SERVIZIO POLITICHE SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
6868124B36,,1,SERVIZIO RESIDENZIALE MINORI STRANIERI NON ACCOMPAGNATI PERIODO NOVEMBRE - DICEMBRE 2016 COOP. VELA BLU,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,46476.19,46476.19,CAGLIARI,092009,2016-10-31,AFFIDAMENTO DIRETTO,00147990923,COMUNE DI CAGLIARI,SERVIZIO POLITICHE SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
6951799603,,1,CONVENZIONE URGENTE ACCOGLIENZA MIGRANTI COOP. SAN LORENZO FEBBRAIO GIUGNO 2017,CONVENZIONE URGENTE ACCOGLIENZA MIGRANTI COOP. SAN LORENZO FEBBRAIO GIUGNO 2017,135000.0,135000.0,AREZZO,051002,2016-10-04,AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80010180513,PREFETTURA DI AREZZO,UFFICIO TERRITORIALE DEL GOVERNO DI AREZZO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
6834590217,,1,AFFIDAMENTO DIRETTO SERVIZIO DI ACCOGLIENZA STRAORDINARIA MIGRANTI 1^ LUGLIO 2016 ASSEMINI,AFFIDAMENTO DIRETTO SERVIZIO DI ACCOGLIENZA STRAORDINARIA MIGRANTI 1^ LUGLIO 2016 ASSEMINI,76604.0,76604.0,,,2016-10-13,AFFIDAMENTO DIRETTO,80014130928,PREFETTURA DI CAGLIARI UTG,SERVIZIO A.S.G.A.C.,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
6836471257,,1,AFFIDAMENTO DIRETTO ALLA SOC.COOP.VA SOC. COMMUNICATION CENTRE MULTILINGUE - P.I. 04515990655 - SERVIZIO ACCOGLIENZA 47 MIGRANTI - PERIODO 7 OTT.2016/31 DIC.2016,AFFIDAMENTO DIRETTO ALLA SOC.COOP.VA SOC. COMMUNICATION CENTRE MULTILINGUE - P.I. 04515990655 - SERVIZIO ACCOGLIENZA 47 MIGRANTI - PERIODO 7 OTT.2016/31 DIC.2016,129344.0,129344.0,POTENZA,076063,2016-10-17,AFFIDAMENTO DIRETTO,80005560760,PREFETTURA DI POTENZA,PREFETTURA POTENZA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
6951785A74,,1,CONVENZIONE URGENTE ACCOGLIENZA MIGRANTI CROCE BIANCA RIGUTINO FEBBRAIO GIUGNO 2017,CONVENZIONE URGENTE ACCOGLIENZA MIGRANTI CROCE BIANCA RIGUTINO FEBBRAIO GIUGNO 2017,45000.0,45000.0,AREZZO,051002,2016-10-04,AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80010180513,PREFETTURA DI AREZZO,UFFICIO TERRITORIALE DEL GOVERNO DI AREZZO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
69147410CA,6848738D60,1,SERVIZIO DI I^ ACCOGLIENZA MIGRANTI PERIODO 1/1/2017 - 31/12/2017,SERVIZIO DI I^ ACCOGLIENZA MIGRANTI PERIODO 1/1/2017 - 31/12/2017,3510955.44,3510955.44,,046017,2016-10-31,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80005950466,PREFETTURA DI LUCCA,PREFETTURA DI LUCCA- SERVIZIO I,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,probabile
69032641AB,,1,GESTIONE DEI SERVIZI DI ACCOGLIENZA PER MINORI STRANIERI NON ACCOMPAGNATI,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,113400.0,113400.0,RAGUSA,088008,2016-10-20,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,00170330880,COMUNE DI POZZALLO,GARE E APPALTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
68754909D4,,1,SERVIZIO ACCOGLIENZA MIGRANTI PERIODO 18 NOVEMBRE 2016 - 31 MARZO 2017,SERVIZIO ACCOGLIENZA MIGRANTI PERIODO 18 NOVEMBRE 2016 - 31 MARZO 2017,140659.8,140659.8,LA SPEZIA,011015,2016-10-20,AFFIDAMENTO DIRETTO,80005150117,PREFETTURA DI LA SPEZIA,PREFETTURA DELLA SPEZIA,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,probabile
738808047C,,1,AFFIDAMENTO ALL'ASSOCIAZIONE ONLUS LA MANO DI FRANCESCO PROGETTAZIONE ORGANIZZAZIONE E GESTIONE DI UN PROGRAMMA TERRITORIALE DI ACCOGLIENZA INTEGRATA DA INSERIRE NEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI SPRAR 2017/2019 N. 880,AFFIDAMENTO ALL'ASSOCIAZIONE ONLUS LA MANO DI FRANCESCO PROGETTAZIONE ORGANIZZAZIONE E GESTIONE DI UN PROGRAMMA TERRITORIALE DI ACCOGLIENZA INTEGRATA DA INSERIRE NEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI SPRAR 2017/2019 N. 880 N. 880,1485794.0,1485794.0,TRAPANI,081005,2016-10-17,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),00082410812,COMUNE DI CASTELLAMMARE DEL GOLFO,SETTORE I,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
6820544AF4,,1,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI ASILO E PROTEZIONE INTERNAZIONALE - OTTOBRE 2016,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI ASILO E PROTEZIONE INTERNAZIONALE - OTTOBRE 2016,56916.0,56916.0,LECCO,097007,2016-10-03,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01409210133,COMUNITA' MONTANA VALSASSINA VALVARRONE VAL D'ESINO RIVIERA,SERVIZI ALLA PERSONA,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,AGGIUDICATA,certa
6867804326,6566867E11,1," LAICI TERZO MONDO - AFFIDAMENTO DEI SERVIZI DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE.PROCEDURA DI GARA, DIVISA IN 8 LOTTI TERRITORIALI- ASSLAICI TERZO MONDO., ","LAICI TERZO MONDO - AFFIDAMENTO DEI SERVIZI DI ACCOGLIENZA ED ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE. PROCEDURA DI GARA, DIVISA IN 8 LOTTI TERRITORIALI, AVENTE AD OGGETTO SERVIZI DI CUI ALL'ART. 20 DEL D.LGS. 163/2006.",63066.5,63066.5,,,2016-10-17,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80049360631,UFFICIO TERRITORIALE DEL GOVERNO,SERVIZIO ATTIVITA' CONTRATTUALI,55510000-8,SERVIZI DI MENSA,,,certa
692628465E,,1,CONVENZIONE PER SERVIZI DI ASSISTENZA ED ACCOGLIENZA TEMPORANEA AI MINORI STRANIERI NON ACCOMPAGNATI (MSNA),Oggetto non pubblicabile a causa della potenziale presenza di dati personali,84240.0,84240.0,,089017,2016-10-24,AFFIDAMENTO DIRETTO,80002930891,UFFICIO TERRITORIALE DEL GOVERNO DI SIRACUSA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
6838115EFF,,1,PROGETTO SPRAR,PROGETTO SPRAR,328922.0,328922.0,,075018,2016-10-27,PROCEDURA APERTA,00427390752,COMUNE DI CASTRIGNANO DEI GRECI,UFFICIO SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
6849372893,,1,SPRAR - GESTIONE SERVIZI ACCOGLIENZA INTEGRATA PER I RICHIEDENTI E I BENEFICIARI DI PROTEZIONE INTERNAZIONE E PER I TITOLARI DEL PERMESSO UMANITARIO DA INSERIRE NELL'AMBITO DEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI,SPRAR - GESTIONE SERVIZI ACCOGLIENZA INTEGRATA PER I RICHIEDENTI E I BENEFICIARI DI PROTEZIONE INTERNAZIONE E PER I TITOLARI DEL PERMESSO UMANITARIO DA INSERIRE NELL'AMBITO DEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI,13948596.67,13948596.67,,048017,2016-10-28,PROCEDURA APERTA,94117300486,SOCIETA' DELLA SALUTE DI FIRENZE,SDS FIRENZE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
6819732CDE,,1,PROGETTO SPRAR SISTEMI DI PROTEZIONI RICHIEDENTI ASILO E RIFUGIATI -STRAORDINARIO 2016,PROGETTO SPRAR SISTEMI DI PROTEZIONI RICHIEDENTI ASILO E RIFUGIATI -STRAORDINARIO 2016,113344.0,113344.0,,078100,2016-10-03,AFFIDAMENTO DIRETTO,81001370782,COMUNE DI PLATACI,UFFICIO TECNICO,75310000-2,SERVIZI DI PRESTAZIONI SOCIALI,,,certa
6850065476,,1,ACCOGLIENZA MIGRANTI IN VIA D'URGENZA ARAGOSTA,ACCOGLIENZA MIGRANTI IN VIA D'URGENZA ARAGOSTA,130824.0,130824.0,,,2016-10-21,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80101710152,PREFETTURA DI MILANO,SASGAC,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
684324151E,,1,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PERIODO 1 NOVEMBRE 2016 - 31 MARZO 2017,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PERIODO 1 NOVEMBRE 2016 - 31 MARZO 2017,375127.79,375127.79,LA SPEZIA,011015,2016-10-20,AFFIDAMENTO DIRETTO,80005150117,PREFETTURA DI LA SPEZIA,PREFETTURA DELLA SPEZIA,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
68432550AD,,1,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PERIODO 1 NOVEMBRE 2016 -31 MARZO 2017,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PERIODO 1 NOVEMBRE 2016 -31 MARZO 2017,258891.01,258891.01,LA SPEZIA,011015,2016-10-20,AFFIDAMENTO DIRETTO,80005150117,PREFETTURA DI LA SPEZIA,PREFETTURA DELLA SPEZIA,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
6844375CEA,,1,GARA ACCOGLIENZA N.120 MIGRANTI ,GARA ACCOGLIENZA N.120 MIGRANTI ,205800.0,205800.0,,061022,2016-10-24,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80002190611,MINISTERO INTERNO PREFETTURA CASERTA,UFFICIO RAGIONERIA,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,probabile
6843247A10,,1,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PRIODO 1 NOVEMBRE 2016 - 31 MARZO 2017,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PRIODO 1 NOVEMBRE 2016 - 31 MARZO 2017,58118.39,58118.39,LA SPEZIA,011004,2016-10-20,AFFIDAMENTO DIRETTO,80005150117,PREFETTURA DI LA SPEZIA,PREFETTURA DELLA SPEZIA,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
6843254FD5,,1,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PERIODO 1 NOVEMBRE 2016 - 31 MARZO 2017,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PERIODO 1 NOVEMBRE 2016 - 31 MARZO 2017,174355.17,174355.17,LA SPEZIA,011002,2016-10-20,AFFIDAMENTO DIRETTO,80005150117,PREFETTURA DI LA SPEZIA,PREFETTURA DELLA SPEZIA,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
684955606D,,1,ALLOGGIAMENTO PROFUGHI,ALLOGGIAMENTO PROFUGHI,42944.0,42944.0,FORLÌ-CESENA,040007,2016-10-27,AFFIDAMENTO DIRETTO,80004780401,MINISTERO INTERNO-PREFETTURA,PREFETTURA DI FORLI'-CESENA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
68511736CF,,1,AFFIDAMENTO SERVIZIO DI ACCOGLIENZA N.120 MIGRANTI PROVINCIA CASERTA FINO AL 15 DICEMBRE 2016,AFFIDAMENTO SERVIZIO DI ACCOGLIENZA N.120 MIGRANTI PROVINCIA CASERTA FINO AL 15 DICEMBRE 2016,176400.0,176400.0,,061022,2016-10-28,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80002190611,MINISTERO INTERNO PREFETTURA CASERTA,UFFICIO RAGIONERIA,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,probabile
6829928AE0,,1,SERVIZIO ACCOGLIENZA MIGRANTI PERIODO 7.10.2016 - 31.12.2016,SERVIZIO ACCOGLIENZA MIGRANTI PERIODO 7.10.2016 - 31.12.2016,59923.08,59923.08,LUCCA,046033,2016-10-06,AFFIDAMENTO DIRETTO,80005950466,PREFETTURA DI LUCCA,PREFETTURA DI LUCCA- SERVIZIO I,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,probabile
