cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
8398197B65,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE - MSNA M.M.M.S. ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,24308.0,24308.0,,013075,2020-08-09,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
83982696D1,,1,"ISTRUTTORIA PUBBLICA FINALIZZATA ALL'INDIVIDUAZIONE DI UN SOGGETTO DEL TERZO SETTORE DISPONIBILE ALLA CO-PROGETTAZIONE E ALLA CO-GESTIONE IN PARTENARIATO PUBBLICO /PRIVATO SOCIALE DI UN PROGETTO DENOMINATO 'CENTRO SERVIZI MINORI STRANIERI NON ACCOMPAGNATI', FINALIZZATO ALLA PRIMA ACCOGLIENZA DEI MINORI STRANIERI NON ACCOMPAGNATI PRESENTI SUL TERRITORIO CITTADINO.","ISTRUTTORIA PUBBLICA FINALIZZATA ALL'INDIVIDUAZIONE DI UN SOGGETTO DEL TERZO SETTORE DISPONIBILE ALLA CO-PROGETTAZIONE E ALLA CO-GESTIONE IN PARTENARIATO PUBBLICO /PRIVATO SOCIALE DI UN PROGETTO DENOMINATO 'CENTRO SERVIZI MINORI STRANIERI NON ACCOMPAGNATI', FINALIZZATO ALLA PRIMA ACCOGLIENZA DEI MINORI STRANIERI NON ACCOMPAGNATI PRESENTI SUL TERRITORIO CITTADINO.",164369.48,164369.48,MILANO,015146,2020-08-13,PROCEDURA APERTA,01199250158,COMUNE DI MILANO,DIREZIONE CENTRALE FAMIGLIA SCUOLA E POLITICHE SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,AGGIUDICATA,certa
8398221F32,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE - MSNA K.M. ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,39884.0,39884.0,,013075,2020-08-09,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
8381708440,72442532B1,4,PROGETTO SIPROIMI CATEGORIA ORDINARI 2020 - LUGLIO DICEMBRE,PROGETTO SIPROIMI CATEGORIA ORDINARI 2020 IL BISCIONE,315109.2,1273510.0,GENOVA,010025,2020-08-11,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00856930102,COMUNE DI GENOVA,SETTORE POLITICHE SOCIALI,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,AGGIUDICATA,certa
8405609FF7,,3,SERVIZIO DI GESTIONE CENTRI ACCOGLIENZA STRAORDINARIA RICHIEDENTI PROTEZIONE INTERNAZIONALE,CENTRI COLLETTIVI DA 51 A 300 POSTI CADAUNO - N. 100 POSTI,981095.0,2534711.5,,,2020-08-14,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,92037720486,PREFETTURA DI PRATO,AREA ECONOMICO FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,,certa
84050388C5,,1,"GARA EUROPEA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO BIENNALE PER L'AFFIDAMENTO DEI SERVIZI DI GESTIONE DI CENTRI COLLETTIVI DI ACCOGLIENZA TEMPORANEA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE NELL'AMBITO DI VARESE E PROVINCIA, CON CAPACITA' RECETTIVA MASSIMA DI 50 POSTI. BIENNIO 2020-2022.","GARA EUROPEA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO BIENNALE PER L'AFFIDAMENTO DEI SERVIZI DI GESTIONE DI CENTRI COLLETTIVI DI ACCOGLIENZA TEMPORANEA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE NELL'AMBITO DI VARESE E PROVINCIA, CON CAPACITA' RECETTIVA MASSIMA DI 50 POSTI. BIENNIO 2020-2022.",11556300,11556300,,012133,2020-08-13,PROCEDURA APERTA,80014740122,PREFETTURA,U.T.G. PREFETTURA DI VARESE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,730.0,DESERTA,certa
8381698BFD,72442532B1,4,PROGETTO SIPROIMI CATEGORIA ORDINARI 2020 - LUGLIO DICEMBRE,PROGETTO SIPROIMI CATEGORIA ORDINARI 2020 ,643080.0,1273510.0,GENOVA,010025,2020-08-11,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00856930102,COMUNE DI GENOVA,SETTORE POLITICHE SOCIALI,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,AGGIUDICATA,certa
8395234E3F,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE - MSNA ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,39884.0,39884.0,,013075,2020-08-08,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
8418245B87,,1,LA QUERCIA - EMERGENZA EPIDEMIOLOGICA DA COVID-19.ATTIVAZIONE DI SERIZI DI ACCOGLIENZA PER MINORI STRANIERI NON ACCOMPAGNATI IN ISOLAMENTO FIDUCIARIO.,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,217381.0,217381.0,,032006,2020-08-14,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,00210240321,COMUNE DI TRIESTE,SERVIZIO SOCIALE COMUNALE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
8399936678,,1,ACCOGLIENZA DI N. 1 MINORE STRANIERO NON ACCOMPAGNATO IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE - MSNA I.A.M.A. ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,39884.0,39884.0,,013075,2020-08-09,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
