cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
7786721D6F,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI (MSNA) L'OPERA DI UN ALTRO 2019,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,80000.0,80000.0,,,2019-02-28,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
7792271174,,1,AFFIDAMENTO DELLA PROGETTAZIONE E ATTIVAZIONE DI UN CENTRO SPRAR/SIPROIMI NONCHE' DEI SERVIZI DI ACCOGLIENZA RELATIVI - CATEGORIA MINORI STRANIERI NON ACCOMPAGNATI (MSNA),Oggetto non pubblicabile a causa della potenziale presenza di dati personali,744600.0,744600.0,MILANO,015027,2019-02-08,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,04450090966,COMUNI INSIEME PER LO SVILUPPO SOCIALE AZ.SPEC.CONSORTILE,AMMINISTRAZIONE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
77898378D8,,1,ACCORDO QUADRO BIENNALE PER L,ACCORDO QUADRO BIENNALE PER L'AFFIDAMENTO DEI SERVIZI DI GESTIONE DI CENTRI DI ACCOGLIENZA MIGRANTI COSTITUITI DA CENTRI COLLETTIVI,6539900.0,6539900.0,,,2019-02-19,PROCEDURA APERTA,92526810152,PREFETTURA DI LODI,PREFETTO DI LODI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
7784217B12,,1,CENTRI COLLETTIVI - ACCORDO QUADRO SERVIZI ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE,ACCORDO QUADRO SERVIZI ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE,11540160,11540160,RAVENNA,039014,2019-02-08,PROCEDURA APERTA,80006840393,PREFETTURA - UFFICIO TERRITORIALE DEL GOVERNO DI RAVENNA,PREFETTURA - UFFICIO TERRITORIALE DEL GOVERNO DI RAVENNA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
7786320288,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI (MSNA) DOMUS FAMILIA FELIX 2019 ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,145000.0,145000.0,,,2019-02-28,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
7796590D97,,1,"PROCEDURA NEGOZIATA AI SENSI DELL'ART. 36, COMMA 2, LETT. B) D.LGS. N. 50/2016 E S.M.I., PER L'AFFIDAMENTO DEL 'SERVIZIO DI GESTIONE DEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI' - SIPROIMI - EX SPRAR - 'SPRAR AMBITO TERRITORIALE SOCIALE 8 - PROG-128-PR-1' - MEDIANTE RDO SU MEPA. PERIODO 01.04.2019 - 31.12.2020.","PROCEDURA NEGOZIATA AI SENSI DELL'ART. 36, COMMA 2, LETT. B) D.LGS. N. 50/2016 E S.M.I., PER L'AFFIDAMENTO DEL 'SERVIZIO DI GESTIONE DEL SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI' - SIPROIMI - EX SPRAR - 'SPRAR AMBITO TERRITORIALE SOCIALE 8 - PROG-128-PR-1' - MEDIANTE RDO SU MEPA. PERIODO 01.04.2019 - 31.12.2020.",658787.5,658787.5,,042045,2019-02-22,PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA,CFAVCP-0000891,"CONVENZIONE TRA I COMUNI DI SENIGALLIA, ARCEVIA, BARBARA, OSTRA, OSTRA VETERE E SERRA DE' CONTI",CUC-UFFICIO COMUNE ESERCIZIO ASSOCIATO FUNZIONE SOCIALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
7795448F2E,,1,SERVIZIO DI ACCOGLIENZA DI MINORI STRANIERI NON ACCOMPAGNATI PRESSO LA STRUTTURA NUOVIN ORIZZONTI DI MARSALA DELLA SOC. COOP. NUOVI ORIZZONTI,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,235000.0,235000.0,TRAPANI,081011,2019-02-12,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00139550818,COMUNE DI MARSALA,SETTORE SERVIZI ALLA FAMIGLIA - UFFICIO SOLIDARIETA' SOCIALE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
7786672502,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI (MSNA) KUROI 2019,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,300000.0,300000.0,,,2019-02-28,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
77987525BD,,1,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI MIGRANTI CENTRI OLTRE 50 POSTI,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI MIGRANTI CENTRI OLTRE 50 POSTI,5529600.0,5529600.0,,,2019-02-15,PROCEDURA APERTA,80006890604,PREFETTURA DI FROSINONE,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
77868632A1,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI (MSNA) UNITY AND FRIENDSHIP 2019,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,180000.0,180000.0,,,2019-02-28,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
