cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
69167266DB,,3,SERVIZIO DI OSPITALITÀ DI MINORI STRANIERI NON ACCOMPAGNATI PERIODO GENNAIO-MARZO 2017 ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,46285.71,142714.28,,081001,2016-12-09,AFFIDAMENTO DIRETTO,80002630814,COMUNE DI ALCAMO,DIREZIONE 3,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
69167033E1,,3,SERVIZIO DI OSPITALITÀ DI MINORI STRANIERI NON ACCOMPAGNATI PERIODO GENNAIO-MARZO 2017 ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,42428.57,142714.28,,081001,2016-12-09,AFFIDAMENTO DIRETTO,80002630814,COMUNE DI ALCAMO,DIREZIONE 3,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
7026318D07,,11,AFFIDAMENTO SERVIZI DI ACCOGLIENZA E DEI SERVIZI CONNESSI AI CITTADINI STRANIERI RICHIEDENTI ASILO - ANNO 2017,AFFIDAMENTO SERVIZI DI ACCOGLIENZA E SERVIZI CONNESSI AI CITTADINI STRANIERI RICHIEDENTI ASILO ANNO 2017 - AZIENDA AGRITURISTICA S'ERULARJU DI VIRDIS PIETRO,285862.5,12373776.5,,,2016-12-13,PROCEDURA APERTA,80005230919,PREFETTURA DI NUORO,PREFETTURA DI NUORO UTG,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
6911306E1F,6791500B16,1,SERVIZI DI PRIMA ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E SERVIZI CONNESSI,SERVIZI DI PRIMA ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E SERVIZI CONNESSI,125640.0,125640.0,GENOVA,010025,2016-12-20,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80043490103,PREFETTURA DI GENOVA,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
691615607C,,1,PROSECUZIONE PROGETTO SPRAR IDEA PRISMA 82 GENNAIO GIUGNO 2017 CENTRO CASA CLAUDIA,PROSECUZIONE PROGETTO SPRAR IDEA PRISMA 82 GENNAIO GIUGNO 2017 CENTRO CASA CLAUDIA,76020.8,76020.8,ROMA,058091,2016-12-19,AFFIDAMENTO DIRETTO,02438750586,ROMA CAPITALE,DIREZIONE ACCOGLIENZA E INCLUSIONE,98130000-3,SERVIZI VARI DI ORGANIZZAZIONI ASSOCIATIVE,,AGGIUDICATA,certa
6909278493,,1,LIQUIDAZIONE RETTE DI RICOVERO MSNA ALLA SOCIETÀ COOPERATIVA SOCIALE 'DELFINO SAN CALOGERO' RELATIVA AL 1^ E 2^ TRIMESTRE 2016.,LIQUIDAZIONE RETTE DI RICOVERO MSNA ALLA SOCIETÀ COOPERATIVA SOCIALE 'DELFINO SAN CALOGERO' RELATIVA AL 1^ E 2^ TRIMESTRE 2016.,40092.62,40092.62,AGRIGENTO,084001,2016-12-14,AFFIDAMENTO DIRETTO,00074260845,COMUNE DI AGRIGENTO,UFFICIO SERVIZIO SOCIALE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
6919406A75,,7,PROSEGUIMENTO TECNICO DEL SERVIZIO RIVOLTO AI MINORI IMMIGRATI PRESSO N. 7 CENTRI INTERCULTURALI AFFERENTI AI MUN III -VI- XIII - DAL 2 GENNAIO AL 31 MARZO 2017 (64 GG). ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,15851.52,253833.26,,058091,2016-12-02,AFFIDAMENTO DIRETTO,02438750586,ROMA CAPITALE,DIPARTIMENTO POLITICHE SOCIALI,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,probabile
6932606772,,1,PROROGA TECNICA GESTIONE PROGETTO ACCOGLIENZA RICHIEDENTI ASILO,PROROGA TECNICA GESTIONE PROGETTO ACCOGLIENZA RICHIEDENTI ASILO,156735.0,156735.0,,001013,2016-12-29,AFFIDAMENTO DIRETTO,01655950010,COMUNE DI AVIGLIANA,AREA AMMINISTRATIVA,85321000-5,SERVIZI SOCIALI AMMINISTRATIVI,,,certa
6986408643,,1,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE SERVIZI CONNESSI - 6 POSTI,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE SERVIZI CONNESSI - 6 POSTI,67890.0,67890.0,RAVENNA,039010,2016-12-29,AFFIDAMENTO DIRETTO,02517840399,AZIENDA DI SERVIZI ALLA PERSONA DELLA ROMAGNA FAENTINA,DIREZIONE,75310000-2,SERVIZI DI PRESTAZIONI SOCIALI,,AGGIUDICATA,certa
6904450462,,1,PROSECUZIONE SERVIZIO DI RENDICONTAZIONE SPRAR 1 GENNAIO - 31 GENNAIO 2017,PROSECUZIONE SERVIZIO DI RENDICONTAZIONE SPRAR 1 GENNAIO - 31 GENNAIO 2017,15102.0,15102.0,,,2016-12-29,AFFIDAMENTO DIRETTO,02438750586,ROMA CAPITALE,DIPARTIMENTO V U.O. IMMIGRAZIONE E INCLUSIONE SOCIALE,98130000-3,SERVIZI VARI DI ORGANIZZAZIONI ASSOCIATIVE,,,certa
