cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
A05CAC820D,876723465E,1,: SERVIZIO DI PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE DEI SERVIZI CONNESSI. PROROGA CONVENZIONE GIÀ PROROGATA FINO AL 31/05/2024. 4EXODUS.,: SERVIZIO DI PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE DEI SERVIZI CONNESSI. PROROGA CONVENZIONE GIÀ PROROGATA FINO AL 31/05/2024. 4EXODUS.,460251.6,460251.6,VARESE,012133,2021-11-17,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80014740122,PREFETTURA,U.T.G. PREFETTURA DI VARESE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,122.0,AGGIUDICATA,certa
89682799F2,,3,GESTIONE CENTRI DI ACCOGLIENZA STRAORDINARIA PER CITTADINI STRANIERI NELLA PROVINCIA DI CATANZARO - PERIODO 2022-2024,CENTRI ACCOGLIENZA STRAORDINARIA - SOTTO LOTTO 2 CENTRI COLLETTIVI CAPIENZA FINO A 50 POSTI,10383136.75,22861950.2,,079023,2021-11-17,PROCEDURA APERTA,80001680794,PREFETTURA DI CATANZARO,PREFETTURA-UTG CATANZARO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,735.0,,certa
8995718D52,87519777E4,2,SERVIZI ACCOGLIENZA IMMIGRATI ACCORDO QUADRO PERIODO 2021-2023 CENTRI COLLETTIVI DI ACCOGLIENZA DA 51 A 100 POSTI - 1 ANNO ,CONVENZIONE DISCENDENTE DA ACCORDO QUADRO BANDO DI GARA IMMIGRATI 2021-2023 - DI MARI,1332952.0,3256196.0,,056059,2021-11-30,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80016510564,PREFETTURA DI VITERBO-UFFICIO TERRITORIALE DEL GOVERNO-,UFFICIO ECONOMICO FINANZIARIO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,,probabile
8930898A2B,8705603ADA,1,CONVENZIONE ANNUALE SERVIZIO ACCOGLIENZA MIGRANTI 2021-2022 - STELLA POLARE.,CONVENZIONE ANNUALE SERVIZIO ACCOGLIENZA MIGRANTI 2021-2022 - STELLA POLARE.,588011.96,588011.96,CREMONA,019036,2021-11-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80007700190,PREFETTURA DI CREMONA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,AGGIUDICATA,probabile
A055D8ABC4,876723465E,1,PROROGA CONVENZIONE PROT. N. 27149 BIS/21/A.G. DEL 12/12/2022 CIG DERIVATO: 952860231F PER L'AFFIDAMENTO DEL SERVIZIO DI 'PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E LA GESTIONE DEI SERVIZI CONNESSI'. PERIODO 1/04/2024 - 31/05/2024. BALLAFON.,PROROGA CONVENZIONE PROT. N. 27149 BIS/21/A.G. DEL 12/12/2022 CIG DERIVATO: 952860231F PER L'AFFIDAMENTO DEL SERVIZIO DI 'PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E LA GESTIONE DEI SERVIZI CONNESSI'. PERIODO 1/04/2024 - 31/05/2024. BALLAFON.,624837.0,624837.0,VARESE,012133,2021-11-17,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80014740122,PREFETTURA,U.T.G. PREFETTURA DI VARESE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,61.0,AGGIUDICATA,certa
89493640CE,,1,"SERVIZI DI GESTIONE ED ORGANIZZAZIONE DELL' ACCOGLIENZA, INCLUSIONE ED ACCOMPAGNAMENTO ALL'AUTONOMIA DEI MINORI STRANIERI NON ACCOMPAGNATI NELLA RETE SIPROIMI - COMUNE DI MERCOGLIANO AI SENSI DEL D.M. 18/11/2019",Oggetto non pubblicabile a causa della potenziale presenza di dati personali,980640.0,980640.0,AVELLINO,064049,2021-11-03,PROCEDURA APERTA,00199400649,COMUNE DI MERCOGLIANO,SETTORE SOCIALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,365.0,AGGIUDICATA,certa
9143574BF4,,1,CONVENZIONE PER SERVIZI DI ACCOGLIENZA ED ASSISTENZA DI MINORI STRANIERI NON ACCOMPAGNATI (MSNA) - FIGLIE DEL DIVINO ZELO,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,149000.0,149000.0,MESSINA,083048,2021-11-30,PROCEDURA APERTA,80007950837,MINISTERO DELL'INTERNO -PREFETTURA MESSINA,SERVIZIO AMMINISTRAZIONE SERVIZI GENERALI E ATTIVITA' CONTRATTUALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,275.0,,certa
8965934ACA,,1,SERVIZIO DI PRESA IN CARICO DI BENEFICIARI DEL PROGETTO RETE SAI ADULTI CATEGORIA ORDINARIA - ANNO 2022.,SERVIZIO DI PRESA IN CARICO DI BENEFICIARI DEL PROGETTO RETE SAI ADULTI CATEGORIA ORDINARIA - ANNO 2022.,2078571.44,2078571.44,CREMONA,019036,2021-11-19,PROCEDURA APERTA,00297960197,COMUNE DI CREMONA,POLITICHE SOCIALI,85320000-8,SERVIZI SOCIALI,365.0,AGGIUDICATA,certa
A03A8A2FDF,876723465E,1,PROROGA CONVENZIONE PROT. N. 27149 BIS/21/A.G. DEL 12/12/2022 CIG DERIVATO: 952860231F PER L'AFFIDAMENTO DEL SERVIZIO DI 'PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E LA GESTIONE DEI SERVIZI CONNESSI'. PERIODO 1/11/2023 - 31/03/2024. BALLAFON.,PROROGA CONVENZIONE PROT. N. 27149 BIS/21/A.G. DEL 12/12/2022 CIG DERIVATO: 952860231F PER L'AFFIDAMENTO DEL SERVIZIO DI 'PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E LA GESTIONE DEI SERVIZI CONNESSI'. PERIODO 1/11/2023 - 31/03/2024. BALLAFON.,1403211.0,1403211.0,VARESE,012133,2021-11-17,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80014740122,PREFETTURA,U.T.G. PREFETTURA DI VARESE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,152.0,,certa
9123006EB3,,5,PROGETTO SPRAR PROVINCIA POTENZA MSNA 2017/2019 PROROGA 2021 - V RENDICONTO TOLBÀ,PROGETTO SPRAR PROVINCIA POTENZA MSNA 2017/2019 PIÙ PROROGA 2021 - SICOMORO II RENDICONTAZIONE 2021,8984.97,88650.87,,076063,2021-11-30,PROCEDURA APERTA,80002710764,PROVINCIA DI POTENZA,SETTORE LAVORO FORMAZIONE E POLITICHE SOCIALI,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,180.0,,certa
