cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
A0499C4D15,,1,RINNOVO CONTRATTUALE PER 12 MESI DEL SERVIZIO DI PULIZIA ED IGIENE AMBIENTALE PRESSO IL CENTRO DI ACCOGLIENZA RICHIEDENTI ASILO (C.A.R.A.) SITO IN LOCALITÀ SANT'ANNA DI ISOLA DI CAPO RIZZUTO (KR) PER LA DURATA DI 12 MESI - LOTTO N. 3 - PERIODO: 01/02/2024 - 31/01/2025.,RINNOVO CONTRATTUALE PER 12 MESI DEL SERVIZIO DI PULIZIA ED IGIENE AMBIENTALE PRESSO IL CENTRO DI ACCOGLIENZA RICHIEDENTI ASILO (C.A.R.A.) SITO IN LOCALITÀ SANT'ANNA DI ISOLA DI CAPO RIZZUTO (KR) PER LA DURATA DI 12 MESI - LOTTO N. 3 - PERIODO: 01/02/2024 - 31/01/2025.,510765.46,510765.46,CROTONE,101013,2022-05-18,PROCEDURA APERTA,91011070793,PREFETTURA DI CROTONE,PREFETTURA UTG DI CROTONE,90910000-9,SERVIZI DI PULIZIA,365.0,,certa
92396375A8,,1,AFFIDAMENTO SERVIZIO DI PROGETTAZIONE E COORDINAMENTO SICUREZZA IN FASE DI PROGETTAZIONE PER INTERVENTI DI MANUTENZIONE STRAORDINARIA DEI LOCALI DEL PRESIDIO DI CONTINUITA' ASSISTENZIALE - GUARDIA MEDICA - CON POTENZIAMENTO DEL SERVIZIO DI ACCOGLIENZA MIGRANTI E PROFUGHI DI GUERRA MEDIANTE REALIZZAZIONE DI SPORTELLO DI ORIENTAMENTO AI SERVIZI SOCIO-SANITARI,AFFIDAMENTO SERVIZIO DI PROGETTAZIONE E COORDINAMENTO SICUREZZA IN FASE DI PROGETTAZIONE PER INTERVENTI DI MANUTENZIONE STRAORDINARIA DEI LOCALI DEL PRESIDIO DI CONTINUITA' ASSISTENZIALE - GUARDIA MEDICA - CON POTENZIAMENTO DEL SERVIZIO DI ACCOGLIENZA MIGRANTI E PROFUGHI DI GUERRA MEDIANTE REALIZZAZIONE DI SPORTELLO DI ORIENTAMENTO AI SERVIZI SOCIO-SANITARI,6550.0,6550.0,BENEVENTO,062016,2022-05-10,AFFIDAMENTO DIRETTO,82002270625,COMUNE DI CASTELFRANCO IN MISCANO,SETTORE TECNICO,71242000-6,"PREPARAZIONE DI PROGETTI E PROGETTAZIONI, STIMA DEI COSTI",20.0,AGGIUDICATA,certa
9235600239,,1,OSPITALITÀ MIGRANTI RICHIIEDENTI PROTEZIONE INTERNAZIONALE - GUERRA IN UCRAINA,OSPITALITÀ MIGRANTI RICHIIEDENTI PROTEZIONE INTERNAZIONALE - GUERRA IN UCRAINA,185086.0,185086.0,RIMINI,099014,2022-05-13,AFFIDAMENTO DIRETTO,91044110400,PREFETTURA DI RIMINI,UFFICIO CONTRATTI,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,250.0,AGGIUDICATA,certa
9230067C3C,,1,PROCEDURA NEGOZIATA PER L'AFFIDAMENTO DELLA ATTUAZIONE DEL PROGETTO DI ACCOGLIENZA FACENTE PARTE DEL SISTEMA DI ACCOGLIENZA E INTEGRAZIONE (SAI) NONCHE' DEI SERVIZI DI ACCOGLIENZA INTEGRATA RELATIVI - CATEGORIA MINORI STRANIERI NON ACCOMPAGNATI (MSNA),PROCEDURA NEGOZIATA PER L'AFFIDAMENTO DELLA ATTUAZIONE DEL PROGETTO DI ACCOGLIENZA FACENTE PARTE DEL SISTEMA DI ACCOGLIENZA E INTEGRAZIONE (SAI) NONCHE' DEI SERVIZI DI ACCOGLIENZA INTEGRATA RELATIVI - CATEGORIA MINORI STRANIERI NON ACCOMPAGNATI (MSNA),727578.0,727578.0,MILANO,015027,2022-05-17,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,04450090966,COMUNI INSIEME PER LO SVILUPPO SOCIALE AZ.SPEC.CONSORTILE,AMMINISTRAZIONE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,1095.0,AGGIUDICATA,certa
9216653EA6,,1,SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E DI TRADUZIONE A SUPPORTO DELLA COMMISSIONE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE DI BRESCIA,SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E DI TRADUZIONE A SUPPORTO DELLA COMMISSIONE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE DI BRESCIA,633600.0,633600.0,BRESCIA,017029,2022-05-06,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,80046740173,PREFETTURA DI BRESCIA,UFFICIO ASGAC,79540000-1,SERVIZI DI INTERPRETARIATO,610.0,,certa
9797092015,88852357DF,1,SERVIZIO DI ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE - UNITA' ABITATIVE FINO A 50 POSTI - ARTEINSIEME SOCIETA' COOPERATIVA SOCIALE,SERVIZIO DI ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE - UNITA' ABITATIVE FINO A 50 POSTI - ARTEINSIEME SOCIETA' COOPERATIVA SOCIALE,879329.0,879329.0,LATINA,059011,2022-05-02,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80007150594,PREFETTURA DI LATINA,PREFETTURA DI LATINA UTG SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,AGGIUDICATA,certa
9186541D71,,1,GARA EUROPEA PER LA STIPULA DI UN ACCORDO QUADRO CON UN SOLO OPERATORE ECONOMICO PER L'AFFIDAMENTO DEL SERVIZIO DI PRIMA ACCOGLIENZA E ASSISTENZA DEI RICHIEDENTI PROTEZIONE INTERNAZIONALE SUL TERRITORIO DEL COMUNE DI PIACENZA ,GARA EUROPEA PER LA STIPULA DI UN ACCORDO QUADRO CON UN SOLO OPERATORE ECONOMICO PER L'AFFIDAMENTO DEL SERVIZIO DI PRIMA ACCOGLIENZA E ASSISTENZA DEI RICHIEDENTI PROTEZIONE INTERNAZIONALE SUL TERRITORIO DEL COMUNE DI PIACENZA ,4458720.0,4458720.0,PIACENZA,033032,2022-05-02,PROCEDURA APERTA,01555270337,ASP CITTA DI PIACENZA,SERVIZIO AFFARI GENERALI GARE E CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,AGGIUDICATA,certa
9192721958,,1,REALIZZAZIONE DI INTERVENTI DI ACCOGLIENZA INTEGRATA IN FAVORE DI TITOLARI DI PROTEZIONE INTERNAZIONALE NELL'AMBITO DELLA RETE SAI (CAT. ORDINARI),REALIZZAZIONE DI INTERVENTI DI ACCOGLIENZA INTEGRATA IN FAVORE DI TITOLARI DI PROTEZIONE INTERNAZIONALE NELL'AMBITO DELLA RETE SAI (CAT. ORDINARI),94610.53,94610.53,REGGIO CALABRIA,080096,2022-05-16,AFFIDAMENTO DIRETTO,80003650803,COMUNE DI VILLA SAN GIOVANNI,"UFFICIO PUBBLICA ISTRUZIONE, CONTENZIOSO,CULTURA, SPORT, TURISMO E SPETTACOLO",85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,90.0,,certa
9228160689,,1,AFFIDAMENTO URGENTE ACCOGLIENZA PROFUGHI UCRAINI -ARCOLAIO-STRUTTURA TRASASSO,AFFIDAMENTO URGENTE ACCOGLIENZA PROFUGHI UCRAINI -ARCOLAIO-STRUTTURA TRASASSO,95575.0,95575.0,BOLOGNA,037006,2022-05-11,AFFIDAMENTO DIRETTO,80070330370,PREFETTURA DI BOLOGNA,SERVIZIO ATTIVITA' CONTRATTUALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,77.0,,certa
9247034DD8,,1,"ACCORDO QUADRO PER L'AFFIDAMENTO DEL SERVIZIO DI RACCOLTA, CATALOGAZIONE E SISTEMATIZZAZIONE DEI DATI FACENTI PARTE DELLA RETE SAI ","ACCORDO QUADRO PER L'AFFIDAMENTO DEL SERVIZIO DI RACCOLTA, CATALOGAZIONE E SISTEMATIZZAZIONE DEI DATI FACENTI PARTE DELLA RETE SAI ",39000.0,39000.0,,,2022-05-17,AFFIDAMENTO DIRETTO,08689441007,CITTALIA FONDAZIONE RICERCHE DELL'ANCI,CITTALIA - FONDAZIONE DELL'ANCI,72330000-2,SERVIZI DI STANDARDIZZAZIONE E CLASSIFICAZIONE DI CONTENUTI O DATI,213.0,,certa
