cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
B7F36449FA,,1,AFFIDAMENTO ACCOGLIENZA 150 RICHIEDENTI ASILO DAL 01-08-2025 AL 31-08-2025 LABORATORIO IDEA,SERVIZI ACCOGLIENZA RICHIEDENTI ASILO,114157.5,114157.5,TERNI,055032,2025-08-12,AFFIDAMENTO DIRETTO,80006230553,UFFICIO TERRITORIALE DEL GOVERNO DI TERNI,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,AGGIUDICATA,certa
B7EE30144A,,1,SERVIZIO DI GESTIONE CENTRI COLLETTIVI ACCOGLIENZA CITTADINI STRANIERI NELLA PROVINCIA DI SAVONA,SERVIZIO ACCOGLIENZA,141538.68,141538.68,SAVONA,009056,2025-08-08,AFFIDAMENTO DIRETTO,80005640091,UFFICIO TERRITORIALE DEL GOVERNO,PREFETTURA UTG SAVONA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
B7F16E99E3,,1,06.04_008.234_IS_VB - CENTRO PROFUGHI GENERALMARKET - BOLZANO - VIA PIETRO GOBETTI 8 10 - DIREZIONE E CONTABILITÀ LAVORI NONCHÉ ULTERIORI ATTIVITÀ CONNESSE INERENTE AL RIFACIMENTO DEI CONTAINER ESTERNI ,06.04_008.234_IS_VB - CENTRO PROFUGHI GENERALMARKET - BOLZANO - VIA PIETRO GOBETTI 8 10 - DIREZIONE E CONTABILITÀ LAVORI NONCHÉ ULTERIORI ATTIVITÀ CONNESSE INERENTE AL RIFACIMENTO DEI CONTAINER ESTERNI ,18000.0,18000.0,BOLZANO,021008,2025-08-11,AFFIDAMENTO DIRETTO,00390090215,PROVINCIA AUTONOMA DI BOLZANO,6.4. UFFICIO MANUTENZIONE OPERE EDILI,71240000-2,"SERVIZI ARCHITETTONICI, DI INGEGNERIA E PIANIFICAZIONE",,AGGIUDICATA,certa
B7F07213FB,B226F4E042,1,"AFFIDAMENTO DEL SERVIZIO DI GESTIONE DI CENTRI DI ACCOGLIENZA E ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE, AI SENSI DELL'ART. 11 DEL D. LGS.18 AGOSTO 2015, N.142 E SS.MM, COSTITUITI DA CENTRI COLLETTIVI CON CAPIENZA DA 101 E FINO A 300 POSTI. - CIG B226F4E042","AFFIDAMENTO DEL SERVIZIO DI GESTIONE DI CENTRI DI ACCOGLIENZA E ASSISTENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE, AI SENSI DELL'ART. 11 DEL D. LGS.18 AGOSTO 2015, N.142 E SS.MM, COSTITUITI DA CENTRI COLLETTIVI CON CAPIENZA DA 101 E FINO A 300 POSTI",9946401.0,9946401.0,SALERNO,065014,2025-08-08,AFFIDAMENTO DIRETTO,80025150659,PREFETTURA,MINISTERO DELL'INTERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B7F172D203,,1,06.04_008.234_IS_VB - CENTRO PROFUGHI GENERALMARKET - BOLZANO - VIA PIETRO GOBETTI 8 10 - RIFACIMENTO DEI CONTAINER ESTERNI ,06.04_008.234_IS_VB - CENTRO PROFUGHI GENERALMARKET - BOLZANO - VIA PIETRO GOBETTI 8 10 - RIFACIMENTO DEI CONTAINER ESTERNI ,39171.25,39171.25,BOLZANO,021008,2025-08-11,AFFIDAMENTO DIRETTO,00390090215,PROVINCIA AUTONOMA DI BOLZANO,6.4. UFFICIO MANUTENZIONE OPERE EDILI,45262500-6,LAVORI EDILI E DI MURATURA,,AGGIUDICATA,certa
B7DE2B6461,,1,"AFFIDAMENTO SERVIZIO GESTIONE ACCOGLIENZA MIGRANTI IN CENTRO DI ACCOGLIENZA SINGOLO A VENERABILE ARCICONFRATERNITA DELLA MISERICORDIA DI EMPOLI PRESSO LA STRUTTURA SITA IN EMPOLI VIA G. DEL PAPA, 38 PIANO 3° PER COMPLESSIVI 6 POSTI - PERIODO 1.8.2025 - 31.1.2026",ACCOGLIENZA MIGRANTI,30989.28,30989.28,FIRENZE,048017,2025-08-04,AFFIDAMENTO DIRETTO,80020830487,PREFETTURA DI FIRENZE,PREFETTURA FIRENZE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
B7E4134E96,,1,COPIA DI COPIA DI AFFIDAMENTO SERVIZIO OSPITALITÀ MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE CENTRI COLLETTIVI,ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE,81105.3,81105.3,RIMINI,099014,2025-08-06,AFFIDAMENTO DIRETTO,91044110400,PREFETTURA DI RIMINI,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B77AECD1D8,,1,ACCOGLIENZA MSNA PER IL MESE DI MAGGIO 2025; NS. CASO N. 6.,ACCOGLIENZA MSNA PER IL MESE DI MAGGIO 2025; NS. CASO N. 6.,5160.92,5160.92,TRIESTE,032006,2025-08-05,AFFIDAMENTO DIRETTO,00111990321,COMUNE DI MUGGIA,SERVIZIO SOCIALE DEI COMUNI AMBITO 1.3,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
B2313BAFA8,,1,AFFIDAMENTO SERVIZIO GESTIONE CENTRI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE ,AFFIDAMENTO SERVIZIO GESTIONE CENTRI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,81977.0,81977.0,PIACENZA,033032,2025-08-29,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,91060920336,PREFETTURA DI PIACENZA - UFFICIO TERRITORIALE DEL GOVERNO,UFFICIO TERRITORIALE DEL GOVERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B7FFB09B17,,1,SERVIZIO DI MEDIAZIONE E SPORTELLO PER L'INTEGRAZIONE SOCIOSANITARIA E CULTURALE PER GLI IMMIGRATI,SERVIZIO DI MEDIAZIONE E SPORTELLO PER L'INTEGRAZIONE SOCIOSANITARIA E CULTURALE PER GLI IMMIGRATI,9.5,9.5,BARI,072021,2025-08-21,AFFIDAMENTO DIRETTO,90138150736,UNIONE DEI COMUNI MONTEDORO,AREA SERVIZI ALLA PERSONA GIOIA DEL COLLE,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,probabile
