cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
7226986981,,1,INDIVIDUAZIONE DI UN SOGGETTO CHE COPROGETTA E ATTUI IL SERVIZIO DI ACCOGLIENZA INTEGRATA SPRAR (SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI) A FAVORE DI N. 20 SOGGETTI SINGOLI O CON RISPETTIVO NUCLEO FAMILIARE PER IL TRIENNIO 2018/2020,INDIVIDUAZIONE DI UN SOGGETTO CHE COPROGETTA E ATTUI IL SERVIZIO DI ACCOGLIENZA INTEGRATA SPRAR (SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI) A FAVORE DI N. 20 SOGGETTI SINGOLI O CON RISPETTIVO NUCLEO FAMILIARE PER IL TRIENNIO 2018/2020,766500.0,766500.0,CATANZARO,079118,2017-10-13,PROCEDURA APERTA,00356330795,COMUNE DI SANT ANDREA APOSTOLO DELLO IONIO,AREA AMMINISTRATIVA,75310000-2,SERVIZI DI PRESTAZIONI SOCIALI,,AGGIUDICATA,certa
5970397F73,,1,MINISTERO DELL'INTERNO - SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI ANNI 2014-2015-2016,MINISTERO DELL'INTERNO - SISTEMA DI PROTEZIONE PER RICHIEDENTI ASILO E RIFUGIATI ANNI 2014-2015-2016,588027.71,588027.71,,079123,2017-10-06,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00298190794,COMUNE DI SATRIANO,COMUNE DI SATRIANO,85321000-5,SERVIZI SOCIALI AMMINISTRATIVI,,,certa
722651332E,,1,GESTIONE ACCOGLIENZA INTEGRATA SPRAR,GESTIONE ACCOGLIENZA INTEGRATA SPRAR,619810.0,619810.0,,078004,2017-10-16,PROCEDURA APERTA,CFAVCP-00007C5,"ASSOCIAZIONE CONSORTILE TRA I COMUNI DI LAGO, AIELLO CALABRO, SERRA D'AIELLO E GRIMALDI",COMUNE DI AIELLO CALABRO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
77527961A7,709843450B,1,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2019 - PREFETTURA DI VICENZA COOP. SOCIALE IL CORALLO,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2019 - PREFETTURA DI VICENZA COOP. SOCIALE IL CORALLO,51000.0,51000.0,,024116,2017-10-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80018670242,PREFETTURA DI VICENZA -U.T.G.-,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7753021B51,709843450B,1,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2019 - PREFETTURA DI VICENZA COOP. SOCIALE IL FAGGIO,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2019 - PREFETTURA DI VICENZA COOP. SOCIALE IL FAGGIO,10000.0,10000.0,,024116,2017-10-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80018670242,PREFETTURA DI VICENZA -U.T.G.-,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7251911246,,1,ACCOGLIENZA MIGRANTI CAS NEXT PROJECT PROROGA OTT DIC 2017,ACCOGLIENZA MIGRANTI CAS NEXT PROJECT PROROGA OTT DIC 2017,60000.0,60000.0,,,2017-10-25,AFFIDAMENTO DIRETTO,80004020840,PREFETTURA DI AGRIGENTO,MINISTERO DELL'INTERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7224692471,709843450B,1,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2017- PREFETTURA DI VICENZA - SERVIZI SOCIALI LA GOCCIA SARL,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2017- PREFETTURA DI VICENZA - SERVIZI SOCIALI LA GOCCIA SARL,511000.0,511000.0,,024116,2017-10-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80018670242,PREFETTURA DI VICENZA -U.T.G.-,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7224968833,709843450B,1,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2017-PREFETTURA DI VICENZA - SOC. COOP. SOCIALE MANO AMICA,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2017-PREFETTURA DI VICENZA - SOC. COOP. SOCIALE MANO AMICA,587650.0,587650.0,,024116,2017-10-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80018670242,PREFETTURA DI VICENZA -U.T.G.-,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7224949885,709843450B,1,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2017-PREFETTURA DI VICENZA - COOP. SOC. ONLUS LE ORME,SERVIZIO ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI ANNO 2017-PREFETTURA DI VICENZA - COOP. SOC. ONLUS LE ORME,3628100.0,3628100.0,,024116,2017-10-26,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80018670242,PREFETTURA DI VICENZA -U.T.G.-,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
7246497E7C,,1,CONVENZIONE PER LA GESTIONE DEI SERVIZI DI ACCOGLIENZA DELLA CHIUSURA EMERGENZA NORD AFRICA NELL'AMBITO DEL PROGRAMMA NAZIONALE DI PROTEZIONE DEI MINORI STRANIERI NON ACCOMPAGNATI - STRUTTURA DI ACCOGLIENZA DI SECONDO LIVELLO (MSNA) SITA IN MODICA VIA CIRCONVALLAZIONE ORTESIANA S.N. PER UNA RICETTIVITÀ DI N. 15 UNITÀ ENTE GESTORE SOCIETÀ COOPERATIVA 'ARC-EN-CIEL' CON SEDE LEGALE IN RAGUSA (RG) VIA G. CARDUCCI N. 245,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,59529.0,59529.0,,088006,2017-10-19,AFFIDAMENTO DIRETTO,00175500883,COMUNE DI MODICA,"IX SETTORE- SERVIZI SOCIALI, SPORT, PUBBLICA ISTRUZIONE, BIBLIOTECA, MUSEO, PROGETTI EUROPEI",85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
