cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
B71CE1ED8F,,1,PROSECUZIONE INSERIMENTO MSNA IN COMUNITÀ EDUCATIVA PERIODO 01/07/2025-31/12/2025,PROSECUZIONE INSERIMENTO MSNA IN COMUNITÀ EDUCATIVA PERIODO 01/07/2025-31/12/2025,30544.0,30544.0,REGGIO NELL'EMILIA,035020,2025-06-04,AFFIDAMENTO DIRETTO,02345260356,UNIONE COMUNI PIANURA REGGIANA,SERVIZIO SOCIALE INTEGRATO,85320000,,,AGGIUDICATA,certa
B768BF7076,,1,ACCOGLIENZA E ASSISTENZA PROFUGHI PROVENIENTI UCRAINA,ACCOGLIENZA E ASSISTENZA PROFUGHI PROVENIENTI UCRAINA,68571.43,68571.43,VERBANO-CUSIO-OSSOLA,103028,2025-06-26,AFFIDAMENTO DIRETTO,01606830030,CONSORZIO INTERCOMUNALE DEI SERVIZI SOCIALI,DIRIGENZA,85312000-9,SERVIZI DI ASSISTENZA SOCIALE SENZA ALLOGGIO,,AGGIUDICATA,certa
B6D891C30E,,1,"PROCEDURA TELEMATICA APERTA PER AFFIDAMENTO SERVIZIO DI AFFIDAMENTO SERVIZIO DI ACCOGLIENZA PER NUMERO 69 POSTI PRESSO I COMUNI DI AVELLINO, MONTORO, ATRIPALDA E AIELLO DEL SABATO IN SENO AL SIPROIMI (EX SPRAR) A FAVORE DI NUCLEI FAMILIARI- INDIVIDUAZIONE SOGGETTO ATTUATORE, DECRETO DEL MINISTRO DELL'INTERNO PROT. N. 56216 DEL 31/12/2024, PERIODO 01 LUGLIO 2025 – 31 DICEMBRE 2025","PROCEDURA TELEMATICA APERTA PER AFFIDAMENTO SERVIZIO DI AFFIDAMENTO SERVIZIO DI ACCOGLIENZA PER NUMERO 69 POSTI PRESSO I COMUNI DI AVELLINO, MONTORO, ATRIPALDA E AIELLO DEL SABATO IN SENO AL SIPROIMI (EX SPRAR) A FAVORE DI NUCLEI FAMILIARI- INDIVIDUAZIONE SOGGETTO ATTUATORE, DECRETO DEL MINISTRO DELL'INTERNO PROT. N. 56216 DEL 31/12/2024, PERIODO 01 LUGLIO 2025 – 31 DICEMBRE 2025",543662.5,543662.5,AVELLINO,064071,2025-06-10,PROCEDURA APERTA,80010890640,COMUNE DI PETRURO IRPINO,UFFICIO TECNICO COMUNALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,AGGIUDICATA,certa
B768977051,,1,ACCOGLIENZA PROFUGHI PROVENIENTI UCRAINA,ACCOGLIENZA PROFUGHI PROVENIENTI UCRAINA,131983.2,131983.2,VERBANO-CUSIO-OSSOLA,103060,2025-06-26,AFFIDAMENTO DIRETTO,01606830030,CONSORZIO INTERCOMUNALE DEI SERVIZI SOCIALI,DIRIGENZA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B740917C09,,1,MSNA 009,MSNA 009,15876.0,15876.0,FERMO,109006,2025-06-13,AFFIDAMENTO DIRETTO,00334990447,COMUNE DI FERMO,SERVIZI SOCIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B743DDB732,,1,SERVIZIO ACCOGLIENZA RESIDENZIALE DI UN MINORE STRANIERO NON ACCOMPAGNATO. PERIODO 13.06.2025 - 24.07.2025,SERVIZIO ACCOGLIENZA RESIDENZIALE DI UN MINORE STRANIERO NON ACCOMPAGNATO. PERIODO 13.06.2025 - 24.07.2025,73340.0,73340.0,UDINE,030129,2025-06-16,AFFIDAMENTO DIRETTO,00168650307,COMUNE DI UDINE,SERVIZIO SERVIZI PER LA SALUTE ED IL BENESSERE SOCIALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B718504A48,,1,SERVIZI DI MANUTENZIONE E RIPARAZIONE DEGLI IMPIANTI ELETTRICI NON EROGABILI DIRETTAMENTE DALL'AMMINISTRAZIONE PROVINCIALE DA SVOLGERSI NEGLI APPARTAMENTI E RESIDENZE DESTINATI AI MIGRANTI FACENTI PARTE DEL PROGETTO DI ACCOGLIENZA STRAORDINARIA DEI RICHIEDENTI PROTEZIONE TEMPORANEA E INTERNAZIONALE PER GLI INTERVENTI DA EFFETTUARSI FINO AL 31 DICEMBRE 2025,SERVIZI DI MANUTENZIONE E RIPARAZIONE DEGLI IMPIANTI ELETTRICI NON EROGABILI DIRETTAMENTE DALL'AMMINISTRAZIONE PROVINCIALE DA SVOLGERSI NEGLI APPARTAMENTI E RESIDENZE DESTINATI AI MIGRANTI FACENTI PARTE DEL PROGETTO DI ACCOGLIENZA STRAORDINARIA DEI RICHIEDENTI PROTEZIONE TEMPORANEA E INTERNAZIONALE PER GLI INTERVENTI DA EFFETTUARSI FINO AL 31 DICEMBRE 2025,15000.0,15000.0,TRENTO,022205,2025-06-03,AFFIDAMENTO DIRETTO,00337460224,PROVINCIA AUTONOMA DI TRENTO,DIPARTIMENTO SALUTE E POLITICHE SOCIALI,50711000,,,AGGIUDICATA,certa
B75A0FA554,,1,SERVIZIO DI ACCOGLIENZA 36 PERSONE VULNERABILI SFOLLATE DALL'UCRAINA PERIODO 01/07-31/07/2025 DA SVOLGERSI NELLA STRUTTURA DI LEVICO TERME NELL'AMBITO DEL PROGETTO DI ACCOGLIENZA STRAORDINARIA DEI RICHIEDENTI PROTEZIONE TEMPORANEA E INTERNAZIONALE,SERVIZIO DI ACCOGLIENZA 36 PERSONE VULNERABILI SFOLLATE DALL'UCRAINA PERIODO 01/07-31/07/2025 DA SVOLGERSI NELLA STRUTTURA DI LEVICO TERME NELL'AMBITO DEL PROGETTO DI ACCOGLIENZA STRAORDINARIA DEI RICHIEDENTI PROTEZIONE TEMPORANEA E INTERNAZIONALE,39060.0,39060.0,TRENTO,022205,2025-06-23,AFFIDAMENTO DIRETTO,00337460224,PROVINCIA AUTONOMA DI TRENTO,DIPARTIMENTO SALUTE E POLITICHE SOCIALI,98341100,,,AGGIUDICATA,certa
B5F2BCE772,,1,SERVIZIO DI ACCOGLIENZA RESIDENZIALE DI UN MINORE STRANIERO NON ACCOMPAGNATO. PERIODO 10.03.2025 - 19.09.2025,SERVIZIO DI ACCOGLIENZA RESIDENZIALE DI UN MINORE STRANIERO NON ACCOMPAGNATO. PERIODO 10.03.2025 - 19.09.2025,67080.0,67080.0,UDINE,030129,2025-06-05,AFFIDAMENTO DIRETTO,00168650307,COMUNE DI UDINE,SERVIZIO SERVIZI PER LA SALUTE ED IL BENESSERE SOCIALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
B71ECFB5AE,,1,PROG. SAI CAT. MSNA – PROROGA AFFIDAMENTO SERVIZIO DI FORNITURA DERRATE ALIMENTARI,PROG. SAI CAT. MSNA – PROROGA AFFIDAMENTO SERVIZIO DI FORNITURA DERRATE ALIMENTARI,30000.0,30000.0,PESCARA,068024,2025-06-04,AFFIDAMENTO DIRETTO,91071530686,AZIENDA SPECIALE PER I SERVIZI SOCIALI DEL COMUNE DI MONTESILVANO,AZIENDA SPECIALE PER I SERVIZI SOCIALI DEL COMUNE DI MONTESILVANO - DIREZIONE,15800000-6,PRODOTTI ALIMENTARI VARI,,AGGIUDICATA,certa
