cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
8557480FE1,,3,"'SERVIZIO DI ACCOGLIENZA INTEGRATA VOLTO A FAVORIRE IL PERSEGUIMENTO DELL'AUTONOMIA INDIVIDUALE E A SUPPORTARE I PERCORSI DI INTEGRAZIONE E DI INCLUSIONE SOCIALE DI MINORI STRANIERI NON ACCOMPAGNATI ACCOLTI IN CENTRI AUTORIZZATI AI SENSI DELL'ART. 6, COMMA 1 LETTERA A) O LETTERA B) DELLA L. R. LAZIO N. 41/2003 TRAMITE L'INDIVIDUAZIONE DI SOGGETTI OPERANTI IN QUALITÀ DI ENTI ATTUATORI, PER UN TOTALE COMPLESSIVO DI N. 40 POSTI, DI CUI 33 POSTI ALL'INTERNO DEL CIRCUITO SAI/ SIPROIMI (SISTEMA DI PROTEZIONE PER TITOLARI DI PROTEZIONE INTERNAZIONALE E PER MINORI STRANIERI NON ACCOMPAGNATI), E DEL SERVIZIO DI MEDIAZIONE CULTURALE E INTERPRETARIATO. PERIODO 01/01/2021- 31/12/2022.",Oggetto non pubblicabile a causa della potenziale presenza di dati personali,22440.0,2749501.0,,,2021-04-02,PROCEDURA APERTA,02438750586,ROMA CAPITALE,DIPARTIMENTO POLITICHE SOCIALI E SALUTE,85312000-9,SERVIZI DI ASSISTENZA SOCIALE SENZA ALLOGGIO,0.0,,certa
8700404881,,1,SERVIZIO DI ACCOGLIENZA DI N. 10 MINORI STRANIERI NON ACCOMPAGNATI IN STRUTTURA - PERIODO 12 APRILE 2021 - 30 SETTEMBRE 2021,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,137600.0,137600.0,UDINE,030129,2021-04-06,AFFIDAMENTO DIRETTO,00168650307,COMUNE DI UDINE,SERVIZIO SERVIZI PER LA SALUTE ED IL BENESSERE SOCIALE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,AGGIUDICATA,certa
8717540595,,1,INDIVIDUAZIONE DEL SOGGETTO GESTORE DEL PROGETTO SIPROIMI SISTEMA DI PROTEZIONE PER I TITOLARI DI PROTEZIONE INTERNAZIONALE CAT. MINORI STRANIERI NON ACCOMPAGNATI - PROG. 946 - PR1 - COLLE SANNITA - PERIODO 01/07/2021 - 30/06/2023',INDIVIDUAZIONE DEL SOGGETTO GESTORE DEL PROGETTO SIPROIMI SISTEMA DI PROTEZIONE PER I TITOLARI DI PROTEZIONE INTERNAZIONALE CAT. MINORI STRANIERI NON ACCOMPAGNATI - PROG. 946 - PR1 - COLLE SANNITA - PERIODO 01/07/2021 - 30/06/2023',612041.4,612041.4,,062025,2021-04-26,PROCEDURA APERTA,80001950627,COMUNE COLLE SANNITA,AREA AMMINISTRATIVA,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
860892774C,,1,SERVIZIO DI ACCOGLIENZA MIGRANTI - CENTRI DI ACCOGLIENZA COSTITUITI DA CENTRI COLLETTIVI - ATTO AGGIUNTIVO ENTE CHIESA,SERVIZIO DI ACCOGLIENZA MIGRANTI - CENTRI DI ACCOGLIENZA COSTITUITI DA CENTRI COLLETTIVI - ATTO AGGIUNTIVO ENTE CHIESA,50000.0,50000.0,GENOVA,010025,2021-04-30,AFFIDAMENTO DIRETTO,80043490103,PREFETTURA DI GENOVA,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,270.0,AGGIUDICATA,probabile
8715836765,,1,"LAVORI DI MANUTENZIONE STRAORDINARIA EDIFICIO DI VIA MUNDO - COSOLETO CENTRO - CENTRO ACCOGLIENZA SIPROIMI-FINANZIAMENTO DI EURO 13.280 RELATIVO A INVESTIMENTI IN INFRASTRUTTURE SOCIALI AI COMUNI SITUATI NEL TERRITORIO DELLE REGIONI ABRUZZO, BASILICATA, CALABRIA, CAMPANIA, MOLISE, PUGLIA, SARDEGNA E SICILIA, A VALERE SUL FONDO SVILUPPO E COESIONE (FSC) DI CUI ALL","LAVORI DI MANUTENZIONE STRAORDINARIA EDIFICIO DI VIA MUNDO - COSOLETO CENTRO - CENTRO ACCOGLIENZA SIPROIMI-FINANZIAMENTO DI EURO 13.280 RELATIVO A INVESTIMENTI IN INFRASTRUTTURE SOCIALI AI COMUNI SITUATI NEL TERRITORIO DELLE REGIONI ABRUZZO, BASILICATA, CALABRIA, CAMPANIA, MOLISE, PUGLIA, SARDEGNA E SICILIA, A VALERE SUL FONDO SVILUPPO E COESIONE (FSC) DI CUI ALL",10700.0,10700.0,REGGIO CALABRIA,080030,2021-04-02,AFFIDAMENTO DIRETTO,01234470803,COMUNE DI COSOLETO,UFFICIO TECNICO COMUNALE,45215210-2,LAVORI DI COSTRUZIONE DI CENTRI DI ACCOGLIENZA,0.0,AGGIUDICATA,certa
85574306A1,,3,"'SERVIZIO DI ACCOGLIENZA INTEGRATA VOLTO A FAVORIRE IL PERSEGUIMENTO DELL'AUTONOMIA INDIVIDUALE E A SUPPORTARE I PERCORSI DI INTEGRAZIONE E DI INCLUSIONE SOCIALE DI MINORI STRANIERI NON ACCOMPAGNATI ACCOLTI IN CENTRI AUTORIZZATI AI SENSI DELL'ART. 6, COMMA 1 LETTERA A) O LETTERA B) DELLA L. R. LAZIO N. 41/2003 TRAMITE L'INDIVIDUAZIONE DI SOGGETTI OPERANTI IN QUALITÀ DI ENTI ATTUATORI, PER UN TOTALE COMPLESSIVO DI N. 40 POSTI, DI CUI 33 POSTI ALL'INTERNO DEL CIRCUITO SAI/ SIPROIMI (SISTEMA DI PROTEZIONE PER TITOLARI DI PROTEZIONE INTERNAZIONALE E PER MINORI STRANIERI NON ACCOMPAGNATI), E DEL SERVIZIO DI MEDIAZIONE CULTURALE E INTERPRETARIATO. PERIODO 01/01/2021- 31/12/2022.",Oggetto non pubblicabile a causa della potenziale presenza di dati personali,1997061.0,2749501.0,,,2021-04-02,PROCEDURA APERTA,02438750586,ROMA CAPITALE,DIPARTIMENTO POLITICHE SOCIALI E SALUTE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,,certa
86945845B1,862691644B,1,PROCEDURA APERTA TELEMATICA PER AFFIDAMENTO SERVIZIO DI ACCOGLIENZA INTEGRATA PER IL PROGETTO SIPROIMI AFFERENTE AL PROGETTO TERRITORIALE DELL,PROCEDURA APERTA TELEMATICA PER AFFIDAMENTO SERVIZIO DI ACCOGLIENZA INTEGRATA PER IL PROGETTO SIPROIMI AFFERENTE AL PROGETTO TERRITORIALE DELL,538853.0,538853.0,,,2021-04-15,PROCEDURA APERTA,02337870352,UNIONE TRESINARO SECCHIA,SERVIZIO SOCIALE ASSOCIATO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,,certa
8720474ACA,,3,PROGETTO SPRAR PROVINCIA POTENZA MSNA 2017/2019 PROSECUZIONE II SEMESTRE 2020,PROGETTO SPRAR PROVINCIA POTENZA MSNA 2017/2019 II TRANCHE E SALDO SICOMORO 2020,7381.86,22848.78,,076063,2021-04-21,PROCEDURA APERTA,80002710764,PROVINCIA DI POTENZA,UFFICIO AFFARI GENERALI E RISORSE UMANE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,,certa
8692014CDA,,1,AFFIDAMENTO PER LA GESTIONE DEL SERVIZIO DI ACCOGLIENZA DEI MIGRANTI NEL CAS DI MONASTIR - PERIODO APRILE MAGGIO 2021,AFFIDAMENTO PER LA GESTIONE DEL SERVIZIO DI ACCOGLIENZA DEI MIGRANTI NEL CAS DI MONASTIR - PERIODO APRILE MAGGIO 2021,191670.0,191670.0,,111041,2021-04-01,AFFIDAMENTO DIRETTO,80014130928,PREFETTURA DI CAGLIARI UTG,SERVIZIO A.S.G.A.C.,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,,probabile
8696725C7E,,1,CONFERIMENTO INCARICO AD ASSISTENTE SOCIALE PER PROGETTO SIPROIMI 01.05.2021- 30.06.2023,CONFERIMENTO INCARICO AD ASSISTENTE SOCIALE PER PROGETTO SIPROIMI 01.05.2021- 30.06.2023,65437.85,65437.85,,010007,2021-04-06,AFFIDAMENTO DIRETTO,83003790108,COMUNE DI CAMOGLI,AREA SERVIZI ALLA PERSONA,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,,certa
