cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
69757803C3,,1,DEL SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E DI TRADUZIONE A SUPPORTO DELLA COMMISSIONE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE DI GORIZIA PER IL PERIODO DAL GIORNO 1/3/2017 AL 30/9/2017,DEL SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E DI TRADUZIONE A SUPPORTO DELLA COMMISSIONE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE DI GORIZIA PER IL PERIODO DAL GIORNO 1/3/2017 AL 30/9/2017,157290.0,157290.0,,031007,2017-02-10,PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA,80002480319,PREFETTURA DI GORIZIA,UFFICIO CONTRATTI,75310000-2,SERVIZI DI PRESTAZIONI SOCIALI,,,certa
6970441DDE,,1,"L'INDIVIDUAZIONE DI UN SOGGETTO ATTUATORE PER LA PROSECUZIONE, AI SENSI DELL'ART. 14 DEL D.M. 10/08/2016, DEGLI INTERVENTI DI ACCOGLIENZA INTEGRATA ATTIVI NELL'AMBITO DEL PROGETTO INSERITO NEL SISTEMA DI PROTEZIONE (SPRAR) IN FAVORE DI ADULTI STRANIERI RICHIEDENTI/TITOLARI DI PROTEZIONE INTERNAZIONALE O DI PERMESSO UMANITARIO PER IL TRIENNIO2017-2019 (CATEGORIA ORDINARI). DETERMINAZIONE A CONTRARRE. ","L'INDIVIDUAZIONE DI UN SOGGETTO ATTUATORE PER LA PROSECUZIONE, AI SENSI DELL'ART. 14 DEL D.M. 10/08/2016, DEGLI INTERVENTI DI ACCOGLIENZA INTEGRATA ATTIVI NELL'AMBITO DEL PROGETTO INSERITO NEL SISTEMA DI PROTEZIONE (SPRAR) IN FAVORE DI ADULTI STRANIERI RICHIEDENTI/TITOLARI DI PROTEZIONE INTERNAZIONALE O DI PERMESSO UMANITARIO PER IL TRIENNIO2017-2019 (CATEGORIA ORDINARI). DETERMINAZIONE A CONTRARRE.",1953603.0,1953603.0,,085020,2017-02-06,PROCEDURA APERTA,CFAVCP-0001163,CUC MUSSOMELI CAPOFILA,SUTERA AREA AMMINISTRATIVA,85312400-3,SERVIZI DI ASSISTENZA SOCIALE NON PRESTATI DA ISTITUTI RESIDENZIALI,,,certa
6986532C95,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,607500.0,607500.0,,052032,2017-02-27,PROCEDURA APERTA,80007860523,PREFETTURA DI SIENA,MINISTERO DELL'INTERNO,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
6997097B19,,1,AFFIDAMENTO DEL SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E TRADUZIONE A SUPPORTO DELLA COMMISSIONTE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE ISTITUITA PRESSO LA PREFETTURA DI BRESCIA PER IL PERIODO DAL 1^ MARZO AL 31 MARZO 2017,AFFIDAMENTO DEL SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E TRADUZIONE A SUPPORTO DELLA COMMISSIONTE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE ISTITUITA PRESSO LA PREFETTURA DI BRESCIA PER IL PERIODO DAL 1^ MARZO AL 31 MARZO 2017,18040.0,18040.0,,017029,2017-02-20,AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80046740173,PREFETTURA DI BRESCIA,PREFETTURA UFFICIO TERRITORIALE DEL GOVERNO DI BRESCIA,79540000-1,SERVIZI DI INTERPRETARIATO,,,certa
6963108A7D,,1,"AFFIDAMENTO DIRETTO A CROCE ROSSA COMITATO PROVINCIALE DI TRENTO, AI SENSI DELL'ARTICOLO 1, COMMA 6 DEL D.LGS. 28 SETTEMBRE 2012, N. 178, DEL SERVIZIO DI ACCOGLIENZA STRAORDINARIA DEI RICHIEDENTI PROTEZIONE INTERNAZIONALE, CHE IL MINISTERO DELL'INTERNO HA DESTINATO AL TRENTINO, DA SVOLGERSI PRESSO LA RESIDENZA PINERA A MARCO DI ROVERETO. ","AFFIDAMENTO DIRETTO A CROCE ROSSA ITALIANA COMITATO PROVINCIALE DI TRENTO, AI SENSI DELL'ARTICOLO 1, COMMA 6 DEL D.LGS. 28 SETTEMBRE 2012, N. 178, DEL SERVIZIO DI ACCOGLIENZA STRAORDINARIA DEI RICHIEDENTI PROTEZIONE INTERNAZIONALE, CHE IL MINISTERO DELL'INTERNO HA DESTINATO AL TRENTINO, DA SVOLGERSI PRESSO LA RESIDENZA PINERA A MARCO DI ROVERETO.",786857.5,786857.5,TRENTO,022161,2017-02-08,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),00337460224,PROVINCIA AUTONOMA DI TRENTO,CINFORMI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
70453327E2,6951470683,1,CONVENZIONE SERVIZIO ACCOGLIENZA MIGRANTI NR. 20 POSTI - DITTA BENTABIB (1.4.2017/31.12.2017),CONVENZIONE SERVIZIO ACCOGLIENZA MIGRANTI NR. 20 POSTI - DITTA BENTABIB (1.4.2017/31.12.2017),184250.0,184250.0,CREMONA,019036,2017-02-28,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80007700190,PREFETTURA DI CREMONA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,probabile
6950433EBE,6760439ABD,1,SERVIZIO ACCOGLIENZA PROFUGHI ANNO 2017 - HOTEL BIENETTE,SERVIZIO ACCOGLIENZA PROFUGHI ANNO 2017 - HOTEL BEINETTE,911820.0,911820.0,,,2017-02-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80015510045,PREFETTURA DI CUNEO,UTG CUNEO,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,,AGGIUDICATA,certa
69945250A1,,1,MESSA A DISPOSIZIONE DI POSTI STRAORDINARI PER LA PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E LA GESTIONE DEI SERVIZI CONNESSI'.,MESSA A DISPOSIZIONE DI POSTI STRAORDINARI PER LA PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E LA GESTIONE DEI SERVIZI CONNESSI'.,374000.0,374000.0,,079088,2017-02-24,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,85000330796,COMUNE DI OLIVADI,UFFICIO TECNICO,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,,,certa
699108275E,,1,"PROCEDURA APERTA PER L'INDIVIDUAZIONE DI UN SOGGETTO PER LA COPROGETTAZIONE E LA SUCCESSIVA EVENTUALE GESTIONE DI AZIONI DI SISTEMA PER L' ACCOGLIENZA, LA TUTELA E L'INTEGRAZIONE A FAVORE DI MINORI STRANIERI NON ACCOMPAGNATI ANCHE RICHIEDENTI ASILO E RIFUGIATI - SPRAR MSNA (D.M. 10 AGOSTO 2016 - ART. 3 LETT.C)",Oggetto non pubblicabile a causa della potenziale presenza di dati personali,1752000.0,1752000.0,,090064,2017-02-22,PROCEDURA APERTA,00239740905,COMUNE DI SASSARI,SETTORE POLITICHE SOCIALI E PARI OPPORTUNITA',85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
69541076A2,6760439ABD,1,SERVIZIO ACCOGLIENZA PROFUGHI ANNO 2017IMMACOLATA 1892,SERVIZIO ACCOGLIENZA PROFUGHI ANNO 2017IMMACOLATA 1892,2120232.0,2120232.0,,,2017-02-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80015510045,PREFETTURA DI CUNEO,UTG CUNEO,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,,AGGIUDICATA,certa
