cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
86427048F5,,1,"AFFIDAMENTO DEL SERVIZIO DI ACCOGLIENZA STRAORDINARIA DEI CITTADINI RICHIEDENTI PROTEZIONE INTERNAZIONALE CHE IL MINISTERO HA DESTINATO AL TRENTINO, DA SVOLGERSI PRESSO LA RESIDENZA FERSINA, SITA A TRENTO IN VIA AL DESERT 1ALL'ASSOCIAZIONE DELLA CRI - COMITATO PROVINCIALE DI TRENTO AI SENSI DELL'ART. 11 DEL D. LGS. 18 AGOSTO 2015, N. 142 E SS.MM., DAL 01.03.2021 AL 30.09.2021","AFFIDAMNETO DEL SERVIZIO DI ACCOGLIENZA STRAORDINARIA DEI CITTADINI RICHIEDENTI PROTEZIONE INTERNAZIONALE CHE IL MINISTERO HA DESTINATO AL TRENTINO, DA SVOLGERSI PRESSO LA RESIDENZA FERSINA, SITA A TRENTO IN VIA AL DESERT 1ALL'ASSOCIAZIONE DELLA CRI - COMITATO PROVINCIALE DI TRENTO AI SENSI DELL'ART. 11 DEL D. LGS. 18 AGOSTO 2015, N. 142 E SS.MM., DAL 01.03/2021 AL 30.09.2021",744720.0,744720.0,,022205,2021-02-24,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,00337460224,PROVINCIA AUTONOMA DI TRENTO,CINFORMI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,,certa
86210760FA,,3,BANDO DI GARA ACCOGLIENZA MIGRANTI PERIODO 01/04/2021 AL 31/03/2022,BANDO DI GARA ACCOGLIENZA RICHIEDENTI ASILO LOTTO 3 EX CASA CANTONIERA SINGOLA UNITÀ ABITATIVA 50 POSTI PERIODO 01/04/2021 AL 31/03/2022,78399.5,1761591.0,,,2021-02-11,PROCEDURA APERTA,92037720486,PREFETTURA DI PRATO,AREA ECONOMICO FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,,certa
846754030F,,1,PROCEDURA DI GARA APERTA PER L,PROCEDURA DI GARA APERTA PER L'AFFIDAMENTO DEL SERVIZIO DI GESTIONE ED ORGANIZZAZIONE DEI SERVIZI DI ACCOGLIENZA DI TITOLARI DI PROTEZIONE INTERNAZIONALE NELL'AMBITO DEL SISTEMA DI PROTEZIONE PER I TITOLARI DI PROTEZIONE INTERNAZIONALE E PER I MINORI STRANIERI NON ACCOMPAGNATI (SIPROIMI) PER IL BIENNIO 2021/2022 IN PROSECUZIONE DEL PROGETTO PRECEDENTE.,562100.0,562100.0,,073025,2021-02-08,PROCEDURA APERTA,90138150736,UNIONE DEI COMUNI MONTEDORO,PROTOCOLLO SAN MARZANO DI S.G.,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,0.0,,certa
853629015B,,1,SERVIZIO MIGRANTI,SERVIZIO MIGRANTI,285600.0,285600.0,,004078,2021-02-01,PROCEDURA APERTA,00480530047,COMUNE DI CUNEO,SETTORE SOCIOEDUCATIVO,85321000-5,SERVIZI SOCIALI AMMINISTRATIVI,0.0,,probabile
8649676271,,1,SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E DI TRADUZIONE A SUPPORTO DELLA COMMISSIONE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE/SEZIONE DI BARI,SERVIZIO DI INTERPRETARIATO IN CONSECUTIVA E DI TRADUZIONE A SUPPORTO DELLA COMMISSIONE TERRITORIALE PER IL RICONOSCIMENTO DELLA PROTEZIONE INTERNAZIONALE/SEZIONE DI BARI,440000.0,440000.0,BARI,072006,2021-02-26,PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),80017920721,PREFETTURA DI BARI,SERVIZIO IV ATTIVITA' CONTRATTUALE,79530000-8,SERVIZI DI TRADUZIONE,0.0,AGGIUDICATA,certa
8604242D1B,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI (MSNA) PROMETEO 82 2021 ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,165000.0,165000.0,,,2021-02-04,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,AGGIUDICATA,certa
8644201C51,,1,"INDIVIDUAZIONE DI UN OPERATORE ECONOMICO PER LA CO-PROGETTAZIONE E LA GESTIONE DI AZIONI PER L'ACCOGLIENZA, LA TUTELA E L'INTEGRAZIONE A FAVORE DI MINORI STRANIERI NON ACCOMPAGNATI A FAR DATA 01/07/2021 E PER LA DURATA DI 12 MESI.",Oggetto non pubblicabile a causa della potenziale presenza di dati personali,299592.0,299592.0,,094033,2021-02-24,PROCEDURA APERTA,80000070948,COMUNE DI PESCOPENNATARO,COMUNE PESCOPENNATARO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,0.0,,certa
86460290D8,,1,2021 SERVIZIO ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI CIG 86460290D8,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,13520.0,13520.0,,030023,2021-02-25,AFFIDAMENTO DIRETTO,81000730309,COMUNE DI CERVIGNANO DEL FRIULI,SERVIZIO SOCIALE DEI COMUNI DELL'AMBITO 5.1 E COMUNALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,,certa
8644261DD4,,1,SERVIZIO DI VERIFICA CORRETTEZZA DELLE PROCEDURE DI AFFIDAMENTO INCARICHI/APPALTI NELL'AMBITO DEL PROGETTO SPRINT 'SISTEMA DI PROTEZIONE INTERDISCIPLINARE PER LA SALUTE MENTALE DI RICHIEDENTI ASILO E RIFUGIATI',SERVIZIO DI ESPERTO LEGALE PER VERIFICHE SU PROGETTO SPRINT 'SISTEMA DI PROTEZIONE INTERDISCIPLINARE PER LA SALUTE MENTALE DI RICHIEDENTI ASILO E RIFUGIATI',5000.0,5000.0,,048017,2021-02-24,AFFIDAMENTO DIRETTO,01386030488,REGIONE TOSCANA,SETTORE ORGANIZZAZIONE DELLE CURE E PERCORSI CRONICITA',79140000-7,SERVIZI DI CONSULENZA E INFORMAZIONE GIURIDICA,0.0,,certa
86210603C5,,3,BANDO DI GARA ACCOGLIENZA MIGRANTI PERIODO 01/04/2021 AL 31/03/2022,BANDO DI GARA ACCOGLIENZA RICHIEDENTI ASILO LOTTO 2 CENTRI COLLETIVI FINO A 50 POSTI PERIODO 01/04/2021 AL 31/03/2022,1057745.0,1761591.0,,,2021-02-11,PROCEDURA APERTA,92037720486,PREFETTURA DI PRATO,AREA ECONOMICO FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,,certa
8701737489,,7, GESTIONE SERVIZI SAI CATEGORIA MNA , GESTIONE SERVIZI SAI CATEGORIA MNA ,591008.0,7210298.0,,082053,2021-02-11,PROCEDURA APERTA,80016350821,COMUNE DI PALERMO,SETTORE SERVIZI SOCIO ASSISTENZIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,730.0,,certa
87017249CD,,7, GESTIONE SERVIZI SAI CATEGORIA MNA , GESTIONE SERVIZI SAI CATEGORIA MNA ,591008.0,7210298.0,,082053,2021-02-11,PROCEDURA APERTA,80016350821,COMUNE DI PALERMO,SETTORE SERVIZI SOCIO ASSISTENZIALI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,730.0,,certa
8625531D58,,1,2021 SERVIZIO ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI CIG 8625531D58,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,30290.0,30290.0,,030023,2021-02-09,AFFIDAMENTO DIRETTO,81000730309,COMUNE DI CERVIGNANO DEL FRIULI,SERVIZIO SOCIALE DEI COMUNI DELL'AMBITO 5.1 E COMUNALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,,certa
8604254704,,1,ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI (MSNA) UNITY AND FRIENDSHIP 2021 ,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,115000.0,115000.0,,,2021-02-04,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,0.0,AGGIUDICATA,certa
