cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
7915290FED,,1,"PROGETTO SPRINT 2. BANDO FAMI FONDO ASILO, MIGRAZIONE ED INTEGRAZIONE 2014-2020. SERVIZIO DI PRESA IN CARICO DEI MIGRANTI IN SITUAZIONE DI VULNERABILITÀ PSICOPATOLOGICA ","PROGETTO SPRINT 2. BANDO FAMI FONDO ASILO, MIGRAZIONE ED INTEGRAZIONE 2014-2020. SERVIZIO DI PRESA IN CARICO DEI MIGRANTI IN SITUAZIONE DI VULNERABILITÀ PSICOPATOLOGICA ",749999.0,749999.0,,,2019-05-22,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,06485540485,ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE),ACQUISIZIONE BENI E SERVIZI,85320000-8,SERVIZI SOCIALI,,"SENZA ESITO A SEGUITO DI OFFERTE IRREGOLARI O INAMMISSIBILI, NON CONGRUE O NON APPROPRIATE",probabile
7887293017,7423263E67,1,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,90493.5,90493.5,VERCELLI,002158,2019-05-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80009220023,PREFETTURA DI VERCELLI,AREA ECONOMICO FINANZIARIA - PREFETTURA - UTG,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
7900822C8F,,1,ACCOGLIENZA DI N. 3 MINORI STRANIERI NON ACCOMPAGNATI IN COMUNITA' EDUCATIVA IN REGIME RESIDENZIALE,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,28084.0,28084.0,,013075,2019-05-13,AFFIDAMENTO DIRETTO,80005370137,COMUNE DI COMO,N. 22 SETTORE SERVIZI SOCIALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
78873585B9,7423263E67,1,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,48403.5,48403.5,VERCELLI,002158,2019-05-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80009220023,PREFETTURA DI VERCELLI,AREA ECONOMICO FINANZIARIA - PREFETTURA - UTG,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
7922038092,,1,SERVIZIO ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE DAL 1^.4.2019 AL 31.3.2020. (LA TENDA DI CRISTO).,SERVIZIO ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE DAL 1^.4.2019 AL 31.3.2020. (LA TENDA DI CRISTO).,167535.0,167535.0,CREMONA,019036,2019-05-28,AFFIDAMENTO DIRETTO,80007700190,PREFETTURA DI CREMONA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
7906339557,,1,SERVIZIO ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTENAZIONALE. DAL 1^.4.2019 AL 30.9.2019 (RINNOVAMENTO).,SERVIZIO ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTENAZIONALE. ANNO 2019 (RINNOVAMENTO).,35700.0,35700.0,,019036,2019-05-14,AFFIDAMENTO DIRETTO,80007700190,PREFETTURA DI CREMONA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
7887306ACE,7423263E67,1,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,AFFIDAMENTO SERVIZIO PRIMA ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,137982.0,137982.0,VERCELLI,002158,2019-05-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80009220023,PREFETTURA DI VERCELLI,AREA ECONOMICO FINANZIARIA - PREFETTURA - UTG,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
7887734C00,,1,SERVIZIO ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE PRESSO STRUTTURA DEMANIALE DI PORTOGRUARO PER 49 POSTI ,SERVIZIO ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE PRESSO STRUTTURA DEMANIALE DI PORTOGRUARO PER 49 POSTI ,625006.83,625006.83,,027029,2019-05-13,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80009820277,PREFETTURA DI VENEZIA,PREFETTURA DI VENEZIA - S.C.G.F.,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
7928826234,,1,RIPETIZIONE CIG 7410564EDB PER AFFIDAMENTO SERVIZIO ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE ,RIPETIZIONE AFFIDAMENTO SERVIZIO ACCOGLIENZA RICHIEDENTI PROTEZIONE INTERNAZIONALE ,522648.0,522648.0,,093033,2019-05-31,PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA,80009990930,PREFETTURA-UFFICIO TERRITORIALE DEL GOVERNO DI PORDENONE,UFFICIO APPALTI-CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
79071545E6,,1,SERVIZIO ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE DAL 1^.4.2019 AL 31.3.2020 (FORTY-FIVE),SERVIZIO ACCOGLIENZA MIGRANTI RICHIEDENTI PROTEZIONE INTERNAZIONALE DAL 1^.4.2019 AL 31.3.2020 (FORTY-FIVE),288525.0,288525.0,CREMONA,019036,2019-05-14,AFFIDAMENTO DIRETTO,80007700190,PREFETTURA DI CREMONA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
