cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
A03D2E0BDF,,1,INGRESSO IN VIA PROVVISORIA E DI URGENZA DI N. 7 MINORI STRANIERI NON ACCOMPAGNATI (MSNA) PRESSO STRUTTURA DI ACCOGLIENZA ,INGRESSO IN VIA PROVVISORIA E DI URGENZA DI N. 7 MINORI STRANIERI NON ACCOMPAGNATI (MSNA) PRESSO STRUTTURA DI ACCOGLIENZA,77700.0,77700.0,NUORO,091032,2023-12-14,AFFIDAMENTO DIRETTO,00133930917,COMUNE DI ILBONO,SERVIZIO AMMINISTRATIVO,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,111.0,,certa
A040720A19,,1,"ACCOGLIENZA MIGRANTI CROCE ROSSA ITALIANA - LASTRA A SIGNA - VIA CALCINAIA, 20 - N. 34 POSTI - PERIODO DAL 1.1.2024 AL 30.6.2024","ACCOGLIENZA MIGRANTI CROCE ROSSA ITALIANA - LASTRA A SIGNA - VIA CALCINAIA, 20 - N. 34 POSTI - PERIODO DAL 1.1.2024 AL 30.6.2024",185640.0,185640.0,FIRENZE,048024,2023-12-21,AFFIDAMENTO DIRETTO,80020830487,PREFETTURA DI FIRENZE,PREFETTURA FIRENZE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,182.0,,probabile
A0388FF461,,1,SERVIZIO DI ACCOGLIENZA DI MINORI STRANIERI NON ACCOMPAGNATI ,SERVIZIO DI ACCOGLIENZA DI MINORI STRANIERI NON ACCOMPAGNATI ,139500.0,139500.0,MODENA,036006,2023-12-05,AFFIDAMENTO DIRETTO,94090840367,UNIONE COMUNI DEL SORBARA,SETTORE UNICO POLITICHE SOCIALI E SOCIO-SANITARIE - POLO 2,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,202.0,,certa
A01D870EF4,,1,PROGETTO SPRAR/SAI PER N. 58 POSTI COD. PROG 863 PR2 ,PROGETTO SPRAR/SAI PER N. 58 POSTI COD. PROG 863 PR2,1983427.52,1983427.52,MESSINA,083023,2023-12-22,PROCEDURA APERTA,83030170837,COMUNE DI FONDACHELLI-FANTINA,UFFICIO DI SEGRETERIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,730.0,,certa
A039F1E5A2,,1,AZIENDA AGRITURISTICA RICCIARDELLI DI CONTRADAAFFIDAMENTO SERVIZIO DI PRIMA ACCOGLIENZA RICHIEDENTI ASILO ASSEGNATI PROVINCIA DI AVELLINO,AZIENDA AGRITURISTICA RICCIARDELLI DI CONTRADAAFFIDAMENTO SERVIZIO DI PRIMA ACCOGLIENZA RICHIEDENTI ASILO ASSEGNATI PROVINCIA DI AVELLINO,250212.0,250212.0,AVELLINO,064096,2023-12-15,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80005410644,PREFETTURA DI AVELLINO,PREFETTURA DI AVELLINO UFFICIO TERRITORIALE DEL GOVERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,73.0,AGGIUDICATA,certa
A042E19363,,1,SOCIETA' COOPERATIVA I RAGAZZI DEL SOLE CAS ROTONDI-AFFIDAMENTO SERVIZIO DI PRIMA ACCOGLIENZA RICHIEDENTI ASILO PR4OVINCIA DI AVELLINO 01.10.2023-31.12.2023,SOCIETA' COOPERATIVA 'I RAGAZZI DEL SOLE' CAS ROTONDI-AFFIDAMENTO SERVIZIO DI PRIMA ACCOGLIENZA RICHIEDENTI ASILO PR4OVINCIA DI AVELLINO 01.10.2023-31.12.2023,225556.56,225556.56,AVELLINO,064096,2023-12-22,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80005410644,PREFETTURA DI AVELLINO,PREFETTURA DI AVELLINO UFFICIO TERRITORIALE DEL GOVERNO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,92.0,AGGIUDICATA,certa
A040C9BFE2,,1,SERVIZIO DI ACCOGLIENZA PER N. 150 RICHIEDENTI PROTEZIONE INTERNAZIONALE,SERVIZIO DI ACCOGLIENZA PER N. 150 RICHIEDENTI PROTEZIONE INTERNAZIONALE,745869.6,745869.6,,,2023-12-19,AFFIDAMENTO DIRETTO,80002480319,PREFETTURA DI GORIZIA,UFFICIO CONTRATTI,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,128.0,AGGIUDICATA,certa
A02DDDFCDD,,1,PNRR - M5C3 SERVIZIO DI ETNOPSICHIATRIA E AZIONI DI SUPPORTO RIVOLTO IN PARTICOLARE A PROFUGHI IN FUGA DALLE GUERRE,PNRR - M5C3 SERVIZIO DI ETNOPSICHIATRIA E AZIONI DI SUPPORTO RIVOLTO IN PARTICOLARE A PROFUGHI IN FUGA DALLE GUERRE,3800000.0,3800000.0,ENNA,086009,2023-12-15,AFFIDAMENTO DIRETTO A SOCIETA' RAGGRUPPATE/CONSORZIATE O CONTROLLATE NELLE CONCESSIONI E NEI PARTENARIATI,01151150867,AZIENDA SANITARIA PROVINCIALE ENNA,U.O.C. COORDINAMENTO STAFF AZIENDALE,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,732.0,,certa
A05C85B196,979839642C,1,SERVIZI DI ACCOGLIENZA E INTEGRAZIONE DEL SERVIZIO SAI - JUNTS - 2024 - ACCERTAMENTO E IMPEGNO DI SPESA - AFFIDAMENTO PROSECUZIONE ORDINARI E AMPLIAMENTO SAI 2024 - CONTRATTO ATTUATIVO - LOTTO 7 - PERIODO 01.06.2024 - 30.06.2024.,SERVIZI DI ACCOGLIENZA E INTEGRAZIONE DEL SERVIZIO SAI - 'JUNTS' - 2024 - ACCERTAMENTO E IMPEGNO DI SPESA - AFFIDAMENTO PROSECUZIONE ORDINARI E AMPLIAMENTO SAI 2024 - CONTRATTO ATTUATIVO - LOTTO 7 - PERIODO 01.06.2024 - 30.06.2024.,54061.12,54061.12,SASSARI,090003,2023-12-12,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,CFAVCP-000118F,GARE E CONTRATTI - C.U.C. COMUNI ALGHERO E STINTINO,QUALITA' DELLA VITA - COMUNE DI ALGHERO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,30.0,AGGIUDICATA,certa
A048DB2724,,1,ATTIVITA' PSICOLOGO SAI MSNA PESCARA,ATTIVITA' PSICOLOGO SAI MSNA PESCARA,3083.32,3083.32,PESCARA,068028,2023-12-27,AFFIDAMENTO DIRETTO,02094600687,AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA -ASP1-PESCARA,AREA TECNICA,85121270-6,SERVIZI PSICHIATRICI O PSICOLOGICI,60.0,,certa
