cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
6223696469,6106808960,1,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE (1 APRILE 2015- 31 DICEMBRE 2015),ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE (1 APRILE 2015- 31 DICEMBRE 2015),3217500.0,3217500.0,,036023,2015-05-25,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80001270364,PREFETTURA U.T.G. DI MODENA,SERVIZIO CONTABILITA E GESTIONE FINANZIARIA,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
6260351D10,,1,ACCORDO QUADRO PER L'AFFIDAMENTO DEL SERVIZIO ASSISTENZA IN FAVORE DI PROFUGHI RICHIEDENTI PROTEZIONE INTERNAZIONALE.,ACCORDO QUADRO PER L'AFFIDAMENTO DEL SERVIZIO ASSISTENZA IN FAVORE DI PROFUGHI RICHIEDENTI PROTEZIONE INTERNAZIONALE.,500480.0,500480.0,PRATO,100005,2015-05-18,PROCEDURA APERTA,92037720486,PREFETTURA DI PRATO,AREA ECONOMICO FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
614837036E,,2,SERVIZI DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE 2015,SERVIZI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE 2015 - LOTTO 2 ZONA CUSIO,267750.0,428400.0,,,2015-05-05,PROCEDURA APERTA,93014250034,PREFETTURA DEL VERBANO - CUSIO - OSSOLA -,SERVIZIO CONTRATTI,55130000-0,ALTRI SERVIZI ALBERGHIERI,,DESERTA,certa
6274939379,6147919F3D,1,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE NELLA PROVINCIA DELL'AQUILA,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE NELLA PROVINCIA DELL'AQUILA,102720.0,102720.0,L'AQUILA,066049,2015-05-28,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80003810662,UFFICIO TERRITORIALE DEL GOVERNO,PREFETTURA U.T.G. L'AQUILA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
63262044B0,,13,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE G.U.S. GRUPPO UMANA SOLIDARIETA- MACERATA,228528.0,3747850.0,,033032,2015-05-11,CONFRONTO COMPETITIVO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,91060920336,PREFETTURA DI PIACENZA - UFFICIO TERRITORIALE DEL GOVERNO,UFFICIO TERRITORIALE DEL GOVERNO,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
6326194C6D,,13,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE - FAMIGLIA NUIOVA -LODI,36432.0,3747850.0,,033032,2015-05-11,CONFRONTO COMPETITIVO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,91060920336,PREFETTURA DI PIACENZA - UFFICIO TERRITORIALE DEL GOVERNO,UFFICIO TERRITORIALE DEL GOVERNO,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,certa
6259520F4C,,1,ATS ARCISOLIDARIETA'.CONVENZIONE ACCOGLIENZA N. 74 MIGRANTI NELLA PROVINCIA DI PERUGIA,ATS ARCISOLIDARIETA'.CONVENZIONE ACCOGLIENZA N. 74 MIGRANTI NELLA PROVINCIA DI PERUGIA,113965.0,113965.0,,054039,2015-05-18,AFFIDAMENTO DIRETTO,80013260544,PREFETTURA DI PERUGIA,PREFETTURA - UTG PERUGIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,probabile
6272772734,,15,SERVIZIO ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONALE INTERNAZIONALE A MONCALIERI E DINTORNI,315000.0,4725000.0,,001156,2015-05-27,PROCEDURA APERTA,80089610010,PREFETTURA-UFFICIO TERRITORIALE DEL GOVERNO DI TORINO,SERVIZIO 1,75240000-0,SERVIZI DI PUBBLICA SICUREZZA E DI ORDINE PUBBLICO,,DESERTA,certa
631484896A,,1,AFFIDAMENTO SERVIZIO OSPITALITA' MINORI STRANIERI NON ACCOMPAGNATI,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,73600.0,73600.0,,030026,2015-05-29,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,00123030314,COMUNE DI MONFALCONE,SERVIZIO 1 SERVIZI SOCIALI COMUNALI,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,,certa
6241881326,,1,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE CROCE ROSSA ITALIANA - 18/4 - 30/06/2015,ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE CROCE ROSSA ITALIANA - 18/4 - 30/06/2015,111555.0,111555.0,VENEZIA,027019,2015-05-04,AFFIDAMENTO DIRETTO,80215430580,MINISTERO DELL'INTERNO - DIPARTIMENTO PER LE LIBERTA' CIVILI E L'IMMIGRAZIONE,PREFETTURA DI VENEZIA - UTG,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,AGGIUDICATA,certa
