cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
9306172015,,1,FORNITURA LOCALI E SERVIZI ALBERGHIERI PER OSPITALITA TEMPORANEA PROFUGHI UCRAINI SARZANA,FORNITURA LOCALI E SERVIZI ALBERGHIERI PER OSPITALITA TEMPORANEA PROFUGHI UCRAINI SARZANA,81000.0,81000.0,LA SPEZIA,011027,2022-08-04,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,95232190108,COMM. DEL. O.872-DISP.URG.ACCOGL.SOCC.E ASSIST.POPOLAZIONE UCRAINA,PRES.REG.LIGURIA C.D. O.872-22,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,62.0,AGGIUDICATA,certa
936191617C,861753787E,1,CONVENZIONE SERVIZI ACCOGLIENZA MIGRANTI COOP. INTESA SOCIALE,CONVENZIONE SERVIZI ACCOGLIENZA MIGRANTI COOP. INTESA SOCIALE,8655410.0,8655410.0,COMO,013075,2022-08-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80020320133,PREFETTURA DI COMO,UFFICIO TERRITORIALE DEL GOVERNO DI COMO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,,probabile
9350907491,,1,FORNITURA DI LOCALI E SERVIZI DA ADIBIRE AD AREA SANITARIA TEMPORANEA DI ACCOGLIENZA MIGRANTI,FORNITURA DI LOCALI E SERVIZI DA ADIBIRE AD AREA SANITARIA TEMPORANEA DI ACCOGLIENZA MIGRANTI,231000.0,231000.0,GENOVA,010025,2022-08-01,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,95232190108,COMM. DEL. O.872-DISP.URG.ACCOGL.SOCC.E ASSIST.POPOLAZIONE UCRAINA,PRES.REG.LIGURIA C.D. O.872-22,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,31.0,AGGIUDICATA,probabile
93619269BA,861753787E,1,CONVENZIONE SERVIZI ACCOGLIENZA MIGRANTI SOCIETÀ EXITUS SRL,CONVENZIONE SERVIZI ACCOGLIENZA MIGRANTI SOCIETÀ EXITUS SRL,1630450.0,1630450.0,COMO,013075,2022-08-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80020320133,PREFETTURA DI COMO,UFFICIO TERRITORIALE DEL GOVERNO DI COMO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,365.0,,probabile
9360712FE5,,1,"INDIZIONE DI GARA TELEMATICA, CON PROCEDURA APERTA, SULLA PIATTAFORMA ME.PA. DI CONSIP S.P.A., MEDIANTE RICHIESTA DI OFFERTA R.D.O PER L'INDIVIDUAZIONE DI SOGGETTI DEL TERZO SETTORE PER L'AFFIDAMENTO DELLE ATTIVITÀ DI ACCOGLIENZA INTEGRATA, RELATIVA ALL' AMPLIAMENTO - DA DESTINARE IN VIA PRELIMINARE AI NUCLEI FAMILIARI - ANCHE MONOPARENTALI - AFGHANI-UCRAINI, NELL'AMBITO DELLA RETE SAI (SISTEMA ACCOGLIENZA INTEGRAZIONE)","INDIZIONE DI GARA TELEMATICA, CON PROCEDURA APERTA, SULLA PIATTAFORMA ME.PA. DI CONSIP S.P.A., MEDIANTE RICHIESTA DI OFFERTA R.D.O PER L'INDIVIDUAZIONE DI SOGGETTI DEL TERZO SETTORE PER L'AFFIDAMENTO DELLE ATTIVITÀ DI ACCOGLIENZA INTEGRATA, RELATIVA ALL' AMPLIAMENTO - DA DESTINARE IN VIA PRELIMINARE AI NUCLEI FAMILIARI - ANCHE MONOPARENTALI - AFGHANI-UCRAINI, NELL'AMBITO DELLA RETE SAI (SISTEMA ACCOGLIENZA INTEGRAZIONE)",586657.5,586657.5,NAPOLI,063057,2022-08-08,PROCEDURA APERTA,00307600635,COMUNE DI POMIGLIANO D ARCO,SERVIZI AL CITTADINO,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,270.0,,certa
9387214E0A,,1,SERVIZI ACCOGLIENZA PROFUGHI UCRAINI,SERVIZI ACCOGLIENZA PROFUGHI UCRAINI,388685.28,388685.28,,,2022-08-19,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,80101710152,PREFETTURA DI MILANO,SASGAC,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,92.0,AGGIUDICATA,certa
9306192096,,1,FORNITURA LOCALI E SERVIZI ALBERGHIERI PER OSPITALITA TEMPORANEA PROFUGHI UCRAINI SANREMO,FORNITURA LOCALI E SERVIZI ALBERGHIERI PER OSPITALITA TEMPORANEA PROFUGHI UCRAINI SANREMO,60000.0,60000.0,IMPERIA,008055,2022-08-04,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,95232190108,COMM. DEL. O.872-DISP.URG.ACCOGL.SOCC.E ASSIST.POPOLAZIONE UCRAINA,PRES.REG.LIGURIA C.D. O.872-22,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,62.0,AGGIUDICATA,certa
9384209E3C,,1,FORNITURA LOCALI E SERVIZI ALBERGHIERI DA ADIBIRE AD AREA DI ACCOGLIENZA TEMPORANEA PROFUGHI UCRAINI GENOVA,FORNITURA LOCALI E SERVIZI ALBERGHIERI DA ADIBIRE AD AREA DI ACCOGLIENZA TEMPORANEA PROFUGHI UCRAINI GENOVA,263000.0,263000.0,GENOVA,010025,2022-08-31,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,95232190108,COMM. DEL. O.872-DISP.URG.ACCOGL.SOCC.E ASSIST.POPOLAZIONE UCRAINA,PRES.REG.LIGURIA C.D. O.872-22,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,30.0,AGGIUDICATA,certa
93818324AF,,1,OSPITALITA' PROFUGHI UCRAINI PRESSO STRUTTURA DI ACCOGLIENZA DROSSO IN TORINO CON DECORRENZA 10/9/2022,OSPITALITA' PROFUGHI UCRAINI PRESSO STRUTTURA DI ACCOGLIENZA DROSSO IN TORINO CON DECORRENZA 10/9/2022,214900.0,214900.0,TORINO,001272,2022-08-30,AFFIDAMENTO DIRETTO,80087670016,REGIONE PIEMONTE,A1821A PROTEZIONE CIVILE,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,20.0,AGGIUDICATA,certa
93521641E1,,1,SERVIZIO DI ALLOGGIAMENTO DA SVOLGERSI IN STRUTTURA RICETTIVA A FAVORE DEI PROFUGHI DI GUERRA PRESENTI SUL TERRITORIO DI ROTA D'IMAGNA (BG) ,SERVIZIO DI ALLOGGIAMENTO DA SVOLGERSI IN STRUTTURA RICETTIVA A FAVORE DEI PROFUGHI DI GUERRA PRESENTI SUL TERRITORIO DI ROTA D'IMAGNA (BG) ,214900.0,214900.0,BERGAMO,016186,2022-08-01,AFFIDAMENTO DIRETTO,00382800167,COMUNE DI ROTA D'IMAGNA,SETTORE SEGRETERIA,55110000-4,SERVIZI DI SISTEMAZIONE ALBERGHIERA,7.0,,certa
