cig,cig_accordo_quadro,n_lotti_componenti,oggetto_gara,oggetto_lotto,importo_lotto,importo_complessivo_gara,provincia,luogo_istat,data_pubblicazione,tipo_scelta_contraente,cf_amministrazione_appaltante,denominazione_amministrazione_appaltante,denominazione_centro_costo,cod_cpv,descrizione_cpv,DURATA_PREVISTA,ESITO,confidenza
7423263E67,,1,PROCEDURA APERTA PER LA CONCLUSIONE DI ACCORDO QUADRO PER L'AFFIDAMENTO DEL SERVIZIO DI PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE DEI SERVIZI CONNESSI SUL TERRITORIO DELLA PROVINCIA DI VERCELLII,PROCEDURA APERTA PER LA CONCLUSIONE DI ACCORDO QUADRO PER L'AFFIDAMENTO DEL SERVIZIO DI PRIMA ACCOGLIENZA DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE DEI SERVIZI CONNESSI SUL TERRITORIO DELLA PROVINCIA DI VERCELLII,29442000,29442000,VERCELLI,002158,2018-03-19,PROCEDURA APERTA,80009220023,PREFETTURA DI VERCELLI,AREA ECONOMICO FINANZIARIA - PREFETTURA - UTG,85320000-8,SERVIZI SOCIALI,,AGGIUDICATA,certa
73959177C7,6972459F2C,1,CONTRATTO SPECIFICO NELL'AMBITO DELL'ACCORDO QUADRO SERVIZI DI ACCOGLIENZA CITTADINI STRANIERI -LA DOLCE 01/03/2018- 30/09/2018,CONTRATTO SPECIFICO NELL'AMBITO DELL'ACCORDO QUADRO SERVIZI DI ACCOGLIENZA CITTADINI STRANIERI -LA DOLCE 01/03/2018- 30/09/2018,133323.5,133323.5,RAVENNA,039014,2018-03-01,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00354730392,COMUNE DI RAVENNA,U.O. POLITICHE PER L'IMMIGRAZIONE,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,probabile
73847139F1,,1,INDIVIDUAZIONE DEL SOGGETTO CO-PROGETTATORE ED ATTUATORE DEL PROGETTO SPRAR,INDIVIDUAZIONE DEL SOGGETTO CO-PROGETTATORE ED ATTUATORE DEL PROGETTO SPRAR,737416.8,737416.8,CHIETI,069086,2018-03-01,PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA,CFAVCP-0000E9B,CUC.COMUNE DI LANCIANO-COMUNE DI ORTONA,CUC.COMUNE LANCIANO-COMUNE ORTONA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
7426695E94,,1,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE SERVIZI CONNESSI RIF. ANNO 2018 - 5 POSTI,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE SERVIZI CONNESSI RIF. ANNO 2018 - 5 POSTI,47430.0,47430.0,RAVENNA,039010,2018-03-20,AFFIDAMENTO DIRETTO,02517840399,AZIENDA DI SERVIZI ALLA PERSONA DELLA ROMAGNA FAENTINA,DIREZIONE,75310000-2,SERVIZI DI PRESTAZIONI SOCIALI,,AGGIUDICATA,certa
744479030F,,1, ACCOGLIENZA MINORI STRANIERI NON ACCOMPAGNATI UNITY AND FRIENDSHIP,Oggetto non pubblicabile a causa della potenziale presenza di dati personali,233600.0,233600.0,,,2018-03-13,AFFIDAMENTO DIRETTO,80000330656,COMUNE DI SALERNO,SETTORE POLITICHE SOCIALI E PUBBLICA ISTRUZIONE,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,,AGGIUDICATA,certa
7439648FBB,,1,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE SERVIZI CONNESSI RIF. ANNO 2018 - 14 POSTI,SERVIZIO DI ACCOGLIENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE E GESTIONE SERVIZI CONNESSI RIF. ANNO 2018 - 14 POSTI,158410.0,158410.0,RAVENNA,039010,2018-03-20,AFFIDAMENTO DIRETTO,02517840399,AZIENDA DI SERVIZI ALLA PERSONA DELLA ROMAGNA FAENTINA,DIREZIONE,75310000-2,SERVIZI DI PRESTAZIONI SOCIALI,,AGGIUDICATA,certa
7514821278,7050492A0C,1,AFFIDAMENTO BIENNALE SERVIZIO DI ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PROVINCIA DI SIRACUSA,AFFIDAMENTO BIENNALE SERVIZIO DI ACCOGLIENZA E ASSISTENZA CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE PROVINCIA DI SIRACUSA,2263000.0,2263000.0,,089017,2018-03-30,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80002930891,UFFICIO TERRITORIALE DEL GOVERNO DI SIRACUSA,SERVIZIO CONTABILITA' E GESTIONE FINANZIARIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,,certa
7424442B59,,1,SPRAR - INDIVIDUAZIONE SOGGETTO ATTUATORE. PROSECUZIONE PROGETTO 2015-2017,SPRAR - INDIVIDUAZIONE SOGGETTO ATTUATORE. PROSECUZIONE PROGETTO 2015-2017,1619494.25,1619494.25,,026086,2018-03-30,PROCEDURA APERTA,80007310263,COMUNE DI TREVISO,SETTORE SERVIZI SOCIALI E DEMOGRAFICI SCUOLA E CULTURA,85321000-5,SERVIZI SOCIALI AMMINISTRATIVI,,,certa
7435696274,,1,SERVIZIO ACCOGLIENZA MIGRANTI ARAGOSTA,SERVIZIO ACCOGLIENZA MIGRANTI ARAGOSTA,263925.0,263925.0,,,2018-03-19,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,80101710152,PREFETTURA DI MILANO,SASGAC,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,,,probabile
7407870FB2,7121383F25,1,CONSORZIO DI LIBERE IMPRESE - SEDE LEGALE CAMPOBASSO -CONVENZIONE DEL SERVIZIO DI ACCOGLIENZA NEL TERRITORIO DELLA PROVINCIA DI ISERNIA A FAVORE DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE - ANNO 2018,CONSORZIO DI LIBERE IMPRESE - SEDE LEGALE CAMPOBASSO -CONVENZIONE DEL SERVIZIO DI ACCOGLIENZA NEL TERRITORIO DELLA PROVINCIA DI ISERNIA A FAVORE DI CITTADINI STRANIERI RICHIEDENTI PROTEZIONE INTERNAZIONALE - ANNO 2018,3887136.0,3887136.0,ISERNIA,094023,2018-03-13,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80001850942,PREFETTURA DI ISERNIA,PREFETTURA DI ISERNIA,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,,AGGIUDICATA,certa
